No Dosen,Nama Dosen,No Judul,Judul,No Grup Riset,Grup Riset,No Bidang,Nama Bidang,Nilai Prediksi,Deleted
7,"Ariadi Retno Ririd, S.Kom., M.Kom.",108,Optimasi Metode Discriminatively Regularized Least Square Classification Dengan Algoritma Genetika,1,Sistem Cerdas,6,Penerapan Penambangan Data,2.8852937633355312e-24,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",109,Identifikasi Citra Tulisan Tangan Digital Menggunakan Convolutional Neural Network CNN,3,Computer Vision,19,Penerapan Pengenalan Pola,1.5039119479018644e-48,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",110,PENGEMBANGAN APLIKASI MOBILE PERAMALAN CUACA UNTUK PENENTUAN TANAMAN PANGAN MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,4,Information System,30,Penerapan Sistem Peramalan,1.9952835763024958e-32,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",111,Implementasi Metode Linear Discriminant Analysis Untuk Deteksi Kematangan Pada Buah Stroberi,3,Computer Vision,23,Penerapan Transformasi Citra,2.4364118933892136e-52,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",112,Klasifikasi Mutu Telur Burung Puyuh Berdasarkan Warna dan Tekstur Menggunakan Metode K-Nearest Neighbor KNN dan Fusi Informasi,3,Computer Vision,25,Penerapan Morfologi Citra Digital,1.6872234705377156e-75,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",113,Identifikasi Kualitas Biji Jagung Manis Layak Jual dari Warna dan Tekstur Menggunakan HSV dan Gray Level Run Length Matrix GLRLM,3,Computer Vision,21,Penerapan Kompresi Citra,3.199659098480268e-82,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",114,Identifikasi Komponen GUI pada Prototipe Aplikasi Mobile,5,Multimedia dan Game,38,Penerapan Augmented Reality,4.958016193367393e-32,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",115,PENGEMBANGAN APLIKASI DEEP LEARNING PENGENALAN WAJAH PADA MEDIA ONLINE UNTUK MENGETAHUI KEHADIRAN MAHASISWA,5,Multimedia dan Game,37,Multimedia,2.3877745333218307e-36,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",116,Pelatihan Pembuatan Dan Penggunan Media Promosi Digital Pada PAP’A Catering,4,Information System,35,Computational Thinking,7.928570846893767e-69,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",117,RANCANG BANGUN SISTEM INFORMASI AKADEMIK MENGGUNAKAN FRAMEWORK CODEIGNITER PONPES MAHASISWA AL-KAUTSAR KOTA MALANG,4,Information System,27,Penerapan Manajemen Informasi,1.497077931122959e-25,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",118,PEMETAAN DENGAN QGIS DAN PERHITUNGAN KORELASI FAKTOR YANG MEMPENGARUHI HASIL PRODUKSI PERTANIAN DENGAN PEARSON CORRELATION,4,Information System,28,Penerapan Sistem Informasi Geografis,1.0171678020374834e-62,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",119,ANALISIS RESIKO KANKER PAYUDARA BREAST CANCER MENGGUNAKAN FUZZY INFERENCE SYSTEM FIS MODEL MAMDANI,4,Information System,31,Penerapan Sistem Pendukung Keputusan,7.528517230981064e-60,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",120,SISTEM INFORMASI PELAYANAN HOTEL STUDI KASUS MOZZA INN SG17 TUBAN BERBASIS WEBSITE,4,Information System,33,Penerapan Customer Relationship Management,2.399467221830112e-19,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",121,IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,1,Sistem Cerdas,3,Penerapan Data Besar,1.0879344513456466e-46,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",122,SISTEM INFORMASI PELAYANAN KESEHATAN DAN ANTRIAN PASIEN SECARA ONLINE PADA KLINIK ARTHA MEDIKA MALANG,4,Information System,33,Penerapan Customer Relationship Management,1.7624073634457396e-50,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",123,Pengembangan Sistem Rekomendasi Kategori Cerita Pendek Menggunakan Naïve Bayes Classifier,1,Sistem Cerdas,7,Penerapan Penambangan Teks,4.8543831495827616e-30,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",124,Pengembangan Sistem Konversi Dokumen Undang-Undang Republik Indonesia dari Format Teks ke XML,1,Sistem Cerdas,4,Penerapan Information Retrieval,2.9609255294746336e-54,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",125,Pengembangan Game Penyelamatan Hewan–hewan yang Terancam Punah Menggunakan Metode FSM FINITE STATE MACHINE dan Metode Fuzzy Logic,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,2.0639758379953064e-83,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",126,IDENTIFIKASI PENYAKIT CVPD Citrus Vein Phloem Degeneration PADA DAUN JERUK MENGGGUNAKAN OTSU TRESHOLD DAN PENGUKURAN CIRI FISIK SECARA OTOMATIS BERBASIS ANDROID,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.0217100206985113e-65,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",127,PENGENALAN IRIS MATA MENGGUNAKAN EKSTRAKSI FEATURE CUMMULATIVE-SUM,3,Computer Vision,19,Penerapan Pengenalan Pola,3.922610075181732e-17,0
9,"Arief Prasetyo, S.Kom., M.Kom.",128,Corporate governance kebijakan dividen dan nilai perusahaan studi empiris pada perusahaan nonkeuangan yang terdaftar di bursa efek Indonesia tahun 2006-2007,1,Sistem Cerdas,3,Penerapan Data Besar,1.2316797043711522e-36,0
9,"Arief Prasetyo, S.Kom., M.Kom.",129,Pendugaan Perubahan Cadangan Karbon di Tambling Wildlife Nature Conservation Taman Nasional Bukit Barisan Selatan,1,Sistem Cerdas,7,Penerapan Penambangan Teks,1.764066372236279e-19,0
9,"Arief Prasetyo, S.Kom., M.Kom.",130,Implementasi Iot Pada Sistem Monitoring Dan Pengendali Sirkulasi Air Tanaman Hidroponik,2,Computer Network,11,Penerapan IoT,8.065545481152608e-40,0
9,"Arief Prasetyo, S.Kom., M.Kom.",131,Pengembangan Game Edukasi Pengenalan Budaya Indonesia “Jelajah” Berbasis Android,5,Multimedia dan Game,36,Pengembangan Game,3.832553578052056e-22,0
9,"Arief Prasetyo, S.Kom., M.Kom.",132,Implementasi metode naive bayes untuk intrusion detection system ids,1,Sistem Cerdas,7,Penerapan Penambangan Teks,3.107788556733263e-45,0
9,"Arief Prasetyo, S.Kom., M.Kom.",133,Implemntasi Fuzzy C-Means Untuk Prediksi Perilaku Mahasiswa Berdasarkan Jumlah Ketidakhadiran,1,Sistem Cerdas,3,Penerapan Data Besar,6.097619055162152e-66,0
9,"Arief Prasetyo, S.Kom., M.Kom.",134,Penerapan Algoritma Apriori Dalam Menentukan Pola Pembelian Konsumen Di Kafe Hidden Toast And Float,1,Sistem Cerdas,3,Penerapan Data Besar,1.469165742648503e-46,0
9,"Arief Prasetyo, S.Kom., M.Kom.",135,Aplikasi pencarian jalur terpendek untuk menemukan lokasi ATM di Kota Malang,4,Information System,28,Penerapan Sistem Informasi Geografis,1.0077687558358785e-23,0
9,"Arief Prasetyo, S.Kom., M.Kom.",136,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,1.3272456446333676e-66,0
9,"Arief Prasetyo, S.Kom., M.Kom.",137,Rancang Bangun Perangkat lunak Manajemen Database SQL Server Berbasis Web,2,Computer Network,12,Penerapan Keamanan Data,2.8049587175098745e-32,0
9,"Arief Prasetyo, S.Kom., M.Kom.",138,Pengaruh Store Atmosphere Kualitas Pelayanan Dan Kualitas Produk Terhadap Keputusan Pembelian Studi pada mahasiswa konsumen produk dazzle di universitas sarjanawiyata …,1,Sistem Cerdas,3,Penerapan Data Besar,4.853086281150275e-40,0
9,"Arief Prasetyo, S.Kom., M.Kom.",139,Implementasi Video Streaming Lalu Lintas Kendaraan Dengan Server Raspberry Pi Menggunakan Protokol H 264,2,Computer Network,11,Penerapan IoT,2.8041096749036263e-60,0
9,"Arief Prasetyo, S.Kom., M.Kom.",140,Pengembangan Sistem Informasi Penentuan Mahasiswa Berprestasi Menggunakan Metode Promethee Studi Kasus Politeknik Negeri Malang,4,Information System,31,Penerapan Sistem Pendukung Keputusan,6.673118529219466e-64,0
9,"Arief Prasetyo, S.Kom., M.Kom.",141,Pengembangan Service Online Judge Untuk Matakuliah Algoritma Berbasis Rest Menggunakan Nodejs dan MongoDB,5,Multimedia dan Game,37,Multimedia,6.2765426876711764e-21,0
9,"Arief Prasetyo, S.Kom., M.Kom.",142,Optimasi Replacement Strategy Untuk Metode Progressive Cache Pada Content Centric Networking Ccn,1,Sistem Cerdas,7,Penerapan Penambangan Teks,3.0239870054646598e-15,0
9,"Arief Prasetyo, S.Kom., M.Kom.",143,Optimasi biaya dan waktu jalur angkutan kota angkot Malang dengan metode ant colony berbasis perangkat android,4,Information System,28,Penerapan Sistem Informasi Geografis,1.6039178438655706e-63,0
9,"Arief Prasetyo, S.Kom., M.Kom.",144,Analisis Tax Avoidance Melalui Pinjaman Antar Related Party dan Pencegahannya di Indonesia,2,Computer Network,17,Penerapan IT Forensik pada Jaringan,1.5571264875424853e-21,0
9,"Arief Prasetyo, S.Kom., M.Kom.",145,OPTIMASI PEMROSESAN ENKRIPSI DAN DEKRIPSI RSA PADA SINGLE BOARD COMPUTER SBC DENGAN PEMBAGIAN BEBAN KOMPUTASI DALAM SISTEM TERDISTRIBUSI,2,Computer Network,12,Penerapan Keamanan Data,9.207128332111497e-74,0
9,"Arief Prasetyo, S.Kom., M.Kom.",146,Rancang Bangun Runner game 2d dengan Tema Pengenalan Kembali Lirik Lagu Daerah Menggunakan Algoritma Fisher-Yates Shuffle,5,Multimedia dan Game,36,Pengembangan Game,1.6667053092645516e-64,0
9,"Arief Prasetyo, S.Kom., M.Kom.",147,Alkoholisis Minyak Jagung Zea Mays L Dengan Menggunakan Katalis NaOH Pada Tekanan 1 atm,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,2.333650374570311e-12,0
9,"Arief Prasetyo, S.Kom., M.Kom.",148,Analisis perbandingan algoritma rle dan huffman pada kompresi citra,3,Computer Vision,21,Penerapan Kompresi Citra,5.650231416247162e-37,0
9,"Arief Prasetyo, S.Kom., M.Kom.",149,SIMULASI PEMBELAJARAN PENANGANAN KEBAKARAN HUTAN BERBASIS ANDROID,5,Multimedia dan Game,37,Multimedia,4.928093949609469e-31,0
9,"Arief Prasetyo, S.Kom., M.Kom.",150,PELATIHAN PEMBUATAN VIDEO PEMBELAJARAN BAGI GURU SD MAFAZA INTEGRATED SMART SCHOOL DAN SMK PGRI 3 MALANG,4,Information System,35,Computational Thinking,2.147467116090219e-173,0
9,"Arief Prasetyo, S.Kom., M.Kom.",151,Analisis Laporan Keuangan Untuk Mengukur Tingkat Profitabilitas Koperasi Daya Guna Mandiri Malang,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,4.878736101405622e-31,0
9,"Arief Prasetyo, S.Kom., M.Kom.",152,Optimalisasi Pemrosesan Distributed RSA Algorithm dengan Metode Penjadwalan Proses Pada Single Board Computer Cluster,2,Computer Network,18,Penerapan Enkripsi,3.8809796499608764e-75,0
9,"Arief Prasetyo, S.Kom., M.Kom.",153,Ekosistem Kandang Ayam Pintar Untuk Pertumbuhan Ayam Broiler Secara Optimal Menggunakan Fuzzy Pada Platform IoT,2,Computer Network,11,Penerapan IoT,1.509307963896387e-70,0
9,"Arief Prasetyo, S.Kom., M.Kom.",154,Prediksi Banjir Lahar Dingin Pada Lereng Merapi Menggunakan Data Curah Hujan Dari Satelit,1,Sistem Cerdas,3,Penerapan Data Besar,4.084431839529105e-25,0
9,"Arief Prasetyo, S.Kom., M.Kom.",155,KOMPOSISI DAN KEANEKARAGAMAN TUMBUHAN BAWAH DI KAWASAN YANG TERKENA DAN TIDAK TERKENA ERUPSI DI TAMAN NASIONAL GUNUNG MERAPI YOGYAKARTA,1,Sistem Cerdas,7,Penerapan Penambangan Teks,6.21437671330577e-33,0
9,"Arief Prasetyo, S.Kom., M.Kom.",156,Implementasi Automated Functional Ui Testing Untuk Mencapai Konsep Ci/Cd Terintegrasi Jenkins Menggunakan Framework Serenity Dengan Page Object Model Design Pattern Pada Ppdb Jatim,4,Information System,27,Penerapan Manajemen Informasi,9.253181791172842e-39,0
9,"Arief Prasetyo, S.Kom., M.Kom.",157,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,4,Information System,30,Penerapan Sistem Peramalan,3.8139820327562923e-59,0
9,"Arief Prasetyo, S.Kom., M.Kom.",158,Aplikasi Chatbot untuk Reservasi Pijat Bayi dengan Metode Cosine Similarity,1,Sistem Cerdas,4,Penerapan Information Retrieval,3.2246261580841253e-38,0
9,"Arief Prasetyo, S.Kom., M.Kom.",159,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,1,Sistem Cerdas,7,Penerapan Penambangan Teks,9.523003364814892e-36,0
9,"Arief Prasetyo, S.Kom., M.Kom.",160,Kendali Navigasi Slideshow Powerpoint Dengan Gerakan Tangan Menggunakan Metode Hidden Markov Model,1,Sistem Cerdas,4,Penerapan Information Retrieval,9.025834017569486e-47,0
9,"Arief Prasetyo, S.Kom., M.Kom.",161,MEDIA PEMBELAJARAN INTERAKTIF TERHADAP GWK CUTURE PARK MENGGUNAKAN TEKNOLOGI AUGMENTED REALITY,5,Multimedia dan Game,38,Penerapan Augmented Reality,3.605646538361299e-37,0
9,"Arief Prasetyo, S.Kom., M.Kom.",162,Optimalisasi Image Thresholding Pada Optical Character Recognition Pada Sistem Digitalisasi dan Pencarian Dokumen,1,Sistem Cerdas,4,Penerapan Information Retrieval,6.669278999484569e-55,0
9,"Arief Prasetyo, S.Kom., M.Kom.",163,Aplikasi Akses Pengawasan Browser Berbasis Android,5,Multimedia dan Game,38,Penerapan Augmented Reality,4.6618391909002615e-30,0
9,"Arief Prasetyo, S.Kom., M.Kom.",164,PENERAPAN TEKNOLOGI NFC UNTUK SISTEM KEAMANAN AKSES PINTU KELAS MENGGUNAKAN RASPBERRY PI,2,Computer Network,11,Penerapan IoT,6.959996372114444e-50,0
9,"Arief Prasetyo, S.Kom., M.Kom.",165,PENERAPAN ARTIFICIAL INTELLIGENCE PADA GAME 2D CAT VS DOG MENGGUNAKAN FINITE STATE MACHINE BERBASIS ANDROID,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,4.317494973679667e-87,0
9,"Arief Prasetyo, S.Kom., M.Kom.",166,IMPLEMENTASI MENENTUKAN FAKTOR UTAMA PADA PENYAKIT KANKER DARAH MENGGUNAKAN METODE TWO SAMPLE T-TEST,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.4424376382751206e-23,0
9,"Arief Prasetyo, S.Kom., M.Kom.",167,SISTEM PENDUKUNG KEPUTUSAN PENENTUAN CALON KARYAWAN BARU POSISI CALL CENTER 147 MENGGUNAKAN METODE PROMETHEE Studi Kasus PT Infomedia Solusi Humanika Telkom Group,4,Information System,31,Penerapan Sistem Pendukung Keputusan,7.371426229303434e-47,0
9,"Arief Prasetyo, S.Kom., M.Kom.",168,PENGEMBANGAN SISTEM CLUSTERING SELF-ORGANIZING MAP UNTUK MENENTUKAN PEMBAGIAN KELAS STUDI KASUS SMAN 1 DURENAN,1,Sistem Cerdas,3,Penerapan Data Besar,1.774046978607918e-55,0
9,"Arief Prasetyo, S.Kom., M.Kom.",169,PENGARUH HARGA PROMOSI DAN KUALITAS PRODUK TERHADAP KEPUTUSAN PEMBELIAN POPOK POKANA PANTS,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.4182700629559302e-26,0
9,"Arief Prasetyo, S.Kom., M.Kom.",170,Implementasi Game Herbs Rescue Pada Aplikasi Ensiklopedia Tanaman Obat Tradisional Indonesia Herbar,5,Multimedia dan Game,36,Pengembangan Game,9.092789863236512e-20,0
9,"Arief Prasetyo, S.Kom., M.Kom.",171,ANALISIS PENGARUH HARGA KUALITAS PRODUK DAN PROMOSI TERHADAP KEPUTUSAN PEMBELIAN MINUMAN TEH KEMASAN TEH BOTOL SOSRO,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.2458774779963868e-36,0
9,"Arief Prasetyo, S.Kom., M.Kom.",172,IMPLEMENTASI METODE AGGLOMERATIVE HIERARCHICAL CLUSTERING PADA INTRUSION DETECTION SYSTEM BERBASIS SNORT,1,Sistem Cerdas,4,Penerapan Information Retrieval,2.4837007079440642e-58,0
9,"Arief Prasetyo, S.Kom., M.Kom.",173,IMPLEMENTASI METODE AGGLOMERATIVE HIERARCHICAL CLUSTERING PADA INTRUSION DETECTION SYSTEM BERBASIS SNORT,1,Sistem Cerdas,4,Penerapan Information Retrieval,2.4837007079440642e-58,0
9,"Arief Prasetyo, S.Kom., M.Kom.",174,SISTEM INFORMASI MANAJEMEN PERGUDANGAN DI CV GRAHA EKSOTIKA BERBASIS WEBSERVICE,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,1.9114305901616683e-14,0
9,"Arief Prasetyo, S.Kom., M.Kom.",175,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN PENENTUAN KELAYAKAN LOKASI CABANG BARU USAHA CLOTHING MENGGUNAKAN METODE AHP-TOPSIS,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.6516390656808016e-61,0
9,"Arief Prasetyo, S.Kom., M.Kom.",176,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,1,Sistem Cerdas,5,Penerapan Sistem Pakar,5.5572207370162216e-64,0
9,"Arief Prasetyo, S.Kom., M.Kom.",177,HUBUNGAN KONDISI KARANG BERCABANG TERHADAP KEBERADAAN IKAN INDIKATOR Chaetodon octofasclatus DI EKOSISTEM TERUMBU KARANG PULAU AYER KEPULAUAN SERIBU JAKARTA,2,Computer Network,11,Penerapan IoT,4.8683120736608524e-40,0
10,"Arwin Sumari ST., MT., DR.",178,Diplomasi Pertahanan Indonesia Dalam Pencapaian Cybersecurity Melalui ASEAN Regional Forum on Cybersecurity Initiatives,4,Information System,35,Computational Thinking,2.4555918502522584e-18,0
10,"Arwin Sumari ST., MT., DR.",179,Pengembangan Teori Probabilitas untuk Fusi Penginferensian Informasi,3,Computer Vision,23,Penerapan Transformasi Citra,2.4928458687769866e-15,0
10,"Arwin Sumari ST., MT., DR.",180,Ekonomi Politik Kerja Sama Korea Selatan-Indonesia dalam Joint Development Pesawat Tempur KFX/IFX,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,1.8694385892977933e-22,0
10,"Arwin Sumari ST., MT., DR.",181,Analisis Minimum Essential Force MEF dalam rangka Pembangunan Cyber-Defense,1,Sistem Cerdas,9,Penerapan Smart Living,4.3811329645909306e-11,0
10,"Arwin Sumari ST., MT., DR.",182,Sistem Berpengetahuan-Tumbuh Satu Perspektif Baru dalam Kecerdasan Tiruan,1,Sistem Cerdas,9,Penerapan Smart Living,1.5783029687496225e-18,0
10,"Arwin Sumari ST., MT., DR.",183,Pengaruh Kompensasi Terhadap Kedisiplinan dan Kinerja prajurit Batalyon kavaleri 11/serbu Kodam Iskandar muda,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.9475056481575276e-14,0
10,"Arwin Sumari ST., MT., DR.",184,Sistem Fusi Informasi Berbasis Agen-Agen Kolaboratif untuk Misi-Misi Strategis,5,Multimedia dan Game,38,Penerapan Augmented Reality,5.1869159235627597e-11,0
10,"Arwin Sumari ST., MT., DR.",185,Perangkat Desa Melek Digital dan Kreatif Pelatihan Pengembangan Konten Digital Desa Ngijo Kabupaten Malang,3,Computer Vision,20,Penerapan Watermarking pada Citra,1.0096418756641543e-162,0
10,"Arwin Sumari ST., MT., DR.",186,AI Wuryandari dan J Sembiring,3,Computer Vision,20,Penerapan Watermarking pada Citra,0,0
10,"Arwin Sumari ST., MT., DR.",187,Bauran Kebijakan Fiskal-Moneter dan Dampaknya Bagi Anggaran Pertahanan,1,Sistem Cerdas,9,Penerapan Smart Living,1.105703249943369e-15,0
10,"Arwin Sumari ST., MT., DR.",188,ngurangan Risiko Bencana Gempa Bumi-Tsunami di Pangkalan TNI AU Padang Akibat Megathrust Mentawai,4,Information System,27,Penerapan Manajemen Informasi,1.6266126746775214e-22,0
10,"Arwin Sumari ST., MT., DR.",189,Desain dan Implementasi Sistem Fusi Informasi Multi-Agent untuk Mendukung Pengambilan Keputusan dalam Perencanaan Operasi Udara,4,Information System,31,Penerapan Sistem Pendukung Keputusan,5.592350749693054e-26,0
10,"Arwin Sumari ST., MT., DR.",190,Metode Komputasi Untuk Sistem Berpengetahuan Tumbuh Terinspirasi Cara Manusia Berpikir,4,Information System,35,Computational Thinking,8.576507021381294e-46,0
10,"Arwin Sumari ST., MT., DR.",191,Prediksi dinamika pandemi di pulau Jawa menggunakan metode Moving Average dan Knowledge Growing System,4,Information System,30,Penerapan Sistem Peramalan,1.3522015623185486e-30,0
10,"Arwin Sumari ST., MT., DR.",192,Sistem Prediksi Tingkat Kriminalitas Menggunakan Metode Triple Exponential Smoothing Studi Kasus pada Polres Kabupaten Probolinggo,4,Information System,30,Penerapan Sistem Peramalan,1.4391347233573389e-27,0
10,"Arwin Sumari ST., MT., DR.",193,Pentingnya Penguasaan Teknologi Artificial Intelligence Untuk Mendukung Operasi Militer,4,Information System,27,Penerapan Manajemen Informasi,1.0075320851649346e-20,0
10,"Arwin Sumari ST., MT., DR.",194,Konsep Desain dan Implementasi Sistem Pemeliharaan Alat Utama Sistem Persenjataaan Udara Berbasis Kecerdasan,5,Multimedia dan Game,37,Multimedia,6.838018632331351e-24,0
10,"Arwin Sumari ST., MT., DR.",195,Klasifikasi Mutu Telur Burung Puyuh Berdasarkan Warna dan Tekstur Menggunakan Metode K-Nearest Neighbor KNN dan Fusi Informasi,3,Computer Vision,25,Penerapan Morfologi Citra Digital,1.6872234705377156e-75,0
10,"Arwin Sumari ST., MT., DR.",196,Penerapan Algoritma Apriori Untuk Mempercepat dan Mempermudah Akses Barang di Gudang Material,1,Sistem Cerdas,3,Penerapan Data Besar,1.4568975602104588e-27,0
10,"Arwin Sumari ST., MT., DR.",197,Sistem Prediksi Permintaan Darah Menggunakan Metode Regresi Linier,4,Information System,30,Penerapan Sistem Peramalan,1.289735552379555e-36,0
10,"Arwin Sumari ST., MT., DR.",198,Identifikasi Karakter Plat Nomor Kendaraan Menggunakan Kecerdasan Artifisial Learning Vector Quantization,3,Computer Vision,19,Penerapan Pengenalan Pola,7.985259317617798e-30,0
10,"Arwin Sumari ST., MT., DR.",199,Pemodelan dan Simulasi Penyebaran Pandemik Influenza Aspek Internal dan Eksternal,4,Information System,28,Penerapan Sistem Informasi Geografis,1.0566532047633028e-14,0
10,"Arwin Sumari ST., MT., DR.",200,Simulator Latihan Menembak dengan Pistol Laser berbasis Mikrokontroler AT89C51,5,Multimedia dan Game,38,Penerapan Augmented Reality,9.520228586452481e-15,0
10,"Arwin Sumari ST., MT., DR.",201,Sistem Identifikasi Pesawat Menggunakan Kecepatan dan Radar Cross Section Pesawat Berbasis Jaringan Syaraf Tiruan Backpropagation,3,Computer Vision,19,Penerapan Pengenalan Pola,5.3434031798301805e-36,0
10,"Arwin Sumari ST., MT., DR.",202,Perbandingan Performansi Sistem Identifikasi Pesawat Menggunakan Jaringan Syaraf Tiruan Mode Adaptif Resonance Theory 1 dan 2,3,Computer Vision,19,Penerapan Pengenalan Pola,1.5223760504727936e-44,0
10,"Arwin Sumari ST., MT., DR.",203,APLIKASI PENGHITUNG BERAT BARANG BERBASIS WEB DENGAN METODE NAÏVE BAYES,1,Sistem Cerdas,7,Penerapan Penambangan Teks,9.794992679445075e-29,0
10,"Arwin Sumari ST., MT., DR.",204,PEMANFAATAN VIDEO EDUKASI UNTUK MENINGKATKAN LITERASI DIGITAL MASYARAKAT PADA E-WALLET DI MASA PANDEMI,5,Multimedia dan Game,37,Multimedia,1.1661282476318615e-28,0
10,"Arwin Sumari ST., MT., DR.",205,Penerapan Sistem Informasi Administratif Desa Ngijo Kabupaten Malang menggunakan OpenSID,4,Information System,28,Penerapan Sistem Informasi Geografis,1.757915089360453e-44,0
10,"Arwin Sumari ST., MT., DR.",206,PERKEMBANGAN TERKINI PENGEMBANGAN DAN PENGAPLIKASIAN TEKNOLOGI COGNITIVE ARTIFICIAL INTELLIGENCE DI POLITEKNIK NEGERI MALANG,4,Information System,27,Penerapan Manajemen Informasi,1.1863997925408835e-28,0
10,"Arwin Sumari ST., MT., DR.",207,Suatu Metode dan Perangkat Untuk Mengukur Risiko Serangan Berbasis Analisis pada Kartu Pintar,5,Multimedia dan Game,38,Penerapan Augmented Reality,2.7246501860055843e-34,0
