,indeks_1,indeks_2,No,Nama Dosen,Judul Jurnal,Kata Judul Jurnal Hasil Filter
139,139,140,14,"Agung Nugroho Pramudhita, S.T., M.T.",ANALISIS PERAMALAN TERHADAP PELUANG BISNIS TANAH UNTUK PT JNF DI KOTA MALANG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,jnf
140,140,141,14,"Agung Nugroho Pramudhita, S.T., M.T.",ANALISIS PERAMALAN TERHADAP PELUANG BISNIS TANAH UNTUK PT JNF DI KOTA MALANG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,kota
141,141,142,14,"Agung Nugroho Pramudhita, S.T., M.T.",ANALISIS PERAMALAN TERHADAP PELUANG BISNIS TANAH UNTUK PT JNF DI KOTA MALANG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,malang
142,142,143,14,"Agung Nugroho Pramudhita, S.T., M.T.",ANALISIS PERAMALAN TERHADAP PELUANG BISNIS TANAH UNTUK PT JNF DI KOTA MALANG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,metode
143,143,144,14,"Agung Nugroho Pramudhita, S.T., M.T.",ANALISIS PERAMALAN TERHADAP PELUANG BISNIS TANAH UNTUK PT JNF DI KOTA MALANG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,double
144,144,145,14,"Agung Nugroho Pramudhita, S.T., M.T.",ANALISIS PERAMALAN TERHADAP PELUANG BISNIS TANAH UNTUK PT JNF DI KOTA MALANG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,exponential
145,145,146,14,"Agung Nugroho Pramudhita, S.T., M.T.",ANALISIS PERAMALAN TERHADAP PELUANG BISNIS TANAH UNTUK PT JNF DI KOTA MALANG MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,smoothing
146,146,147,15,"Agung Nugroho Pramudhita, S.T., M.T.",PERBANDINGAN METODE FTS DAN MA PADA PERAMALAN PERSEDIAAN BERAS,banding
147,147,148,15,"Agung Nugroho Pramudhita, S.T., M.T.",PERBANDINGAN METODE FTS DAN MA PADA PERAMALAN PERSEDIAAN BERAS,metode
148,148,149,15,"Agung Nugroho Pramudhita, S.T., M.T.",PERBANDINGAN METODE FTS DAN MA PADA PERAMALAN PERSEDIAAN BERAS,fts
149,149,150,15,"Agung Nugroho Pramudhita, S.T., M.T.",PERBANDINGAN METODE FTS DAN MA PADA PERAMALAN PERSEDIAAN BERAS,ma
150,150,151,15,"Agung Nugroho Pramudhita, S.T., M.T.",PERBANDINGAN METODE FTS DAN MA PADA PERAMALAN PERSEDIAAN BERAS,amal
151,151,152,15,"Agung Nugroho Pramudhita, S.T., M.T.",PERBANDINGAN METODE FTS DAN MA PADA PERAMALAN PERSEDIAAN BERAS,sedia
152,152,153,15,"Agung Nugroho Pramudhita, S.T., M.T.",PERBANDINGAN METODE FTS DAN MA PADA PERAMALAN PERSEDIAAN BERAS,beras
153,153,154,16,"Agung Nugroho Pramudhita, S.T., M.T.",SPKK Penyakit Paru-Paru Guna Membantu Proses Anamnesa Berbasis Mobile,spkk
154,154,155,16,"Agung Nugroho Pramudhita, S.T., M.T.",SPKK Penyakit Paru-Paru Guna Membantu Proses Anamnesa Berbasis Mobile,sakit
155,155,156,16,"Agung Nugroho Pramudhita, S.T., M.T.",SPKK Penyakit Paru-Paru Guna Membantu Proses Anamnesa Berbasis Mobile,paru
156,156,157,16,"Agung Nugroho Pramudhita, S.T., M.T.",SPKK Penyakit Paru-Paru Guna Membantu Proses Anamnesa Berbasis Mobile,bantu
157,157,158,16,"Agung Nugroho Pramudhita, S.T., M.T.",SPKK Penyakit Paru-Paru Guna Membantu Proses Anamnesa Berbasis Mobile,proses
158,158,159,16,"Agung Nugroho Pramudhita, S.T., M.T.",SPKK Penyakit Paru-Paru Guna Membantu Proses Anamnesa Berbasis Mobile,anamnesa
159,159,160,16,"Agung Nugroho Pramudhita, S.T., M.T.",SPKK Penyakit Paru-Paru Guna Membantu Proses Anamnesa Berbasis Mobile,bas
160,160,161,16,"Agung Nugroho Pramudhita, S.T., M.T.",SPKK Penyakit Paru-Paru Guna Membantu Proses Anamnesa Berbasis Mobile,mobile
161,161,162,17,"Agung Nugroho Pramudhita, S.T., M.T.",Perbandingan Metode FTS Dan MA pada Peramalan Persediaan Beras di Kabupaten Malang,banding
162,162,163,17,"Agung Nugroho Pramudhita, S.T., M.T.",Perbandingan Metode FTS Dan MA pada Peramalan Persediaan Beras di Kabupaten Malang,metode
163,163,164,17,"Agung Nugroho Pramudhita, S.T., M.T.",Perbandingan Metode FTS Dan MA pada Peramalan Persediaan Beras di Kabupaten Malang,fts
164,164,165,17,"Agung Nugroho Pramudhita, S.T., M.T.",Perbandingan Metode FTS Dan MA pada Peramalan Persediaan Beras di Kabupaten Malang,ma
165,165,166,17,"Agung Nugroho Pramudhita, S.T., M.T.",Perbandingan Metode FTS Dan MA pada Peramalan Persediaan Beras di Kabupaten Malang,amal
166,166,167,17,"Agung Nugroho Pramudhita, S.T., M.T.",Perbandingan Metode FTS Dan MA pada Peramalan Persediaan Beras di Kabupaten Malang,sedia
167,167,168,17,"Agung Nugroho Pramudhita, S.T., M.T.",Perbandingan Metode FTS Dan MA pada Peramalan Persediaan Beras di Kabupaten Malang,beras
168,168,169,17,"Agung Nugroho Pramudhita, S.T., M.T.",Perbandingan Metode FTS Dan MA pada Peramalan Persediaan Beras di Kabupaten Malang,kabupaten
169,169,170,17,"Agung Nugroho Pramudhita, S.T., M.T.",Perbandingan Metode FTS Dan MA pada Peramalan Persediaan Beras di Kabupaten Malang,malang
170,170,171,18,"Agung Nugroho Pramudhita, S.T., M.T.",SISTEM PELAYANAN KESEHATAN TERPADU BERBASIS IOT PADA FASILITAS KESEHATAN,layan
171,171,172,18,"Agung Nugroho Pramudhita, S.T., M.T.",SISTEM PELAYANAN KESEHATAN TERPADU BERBASIS IOT PADA FASILITAS KESEHATAN,sehat
172,172,173,18,"Agung Nugroho Pramudhita, S.T., M.T.",SISTEM PELAYANAN KESEHATAN TERPADU BERBASIS IOT PADA FASILITAS KESEHATAN,padu
173,173,174,18,"Agung Nugroho Pramudhita, S.T., M.T.",SISTEM PELAYANAN KESEHATAN TERPADU BERBASIS IOT PADA FASILITAS KESEHATAN,bas
174,174,175,18,"Agung Nugroho Pramudhita, S.T., M.T.",SISTEM PELAYANAN KESEHATAN TERPADU BERBASIS IOT PADA FASILITAS KESEHATAN,iot
175,175,176,18,"Agung Nugroho Pramudhita, S.T., M.T.",SISTEM PELAYANAN KESEHATAN TERPADU BERBASIS IOT PADA FASILITAS KESEHATAN,fasilitas
176,176,177,18,"Agung Nugroho Pramudhita, S.T., M.T.",SISTEM PELAYANAN KESEHATAN TERPADU BERBASIS IOT PADA FASILITAS KESEHATAN,sehat
177,177,178,19,"Ahmadi Yuli Ananta, ST., M.M.",Pembuatan Sistem Pakar Diagnosa Penyakit Pada Burung Puyuh Dengan Menggunakan Metode Forward Chaining,buat
178,178,179,19,"Ahmadi Yuli Ananta, ST., M.M.",Pembuatan Sistem Pakar Diagnosa Penyakit Pada Burung Puyuh Dengan Menggunakan Metode Forward Chaining,pakar
179,179,180,19,"Ahmadi Yuli Ananta, ST., M.M.",Pembuatan Sistem Pakar Diagnosa Penyakit Pada Burung Puyuh Dengan Menggunakan Metode Forward Chaining,diagnosa
180,180,181,19,"Ahmadi Yuli Ananta, ST., M.M.",Pembuatan Sistem Pakar Diagnosa Penyakit Pada Burung Puyuh Dengan Menggunakan Metode Forward Chaining,sakit
181,181,182,19,"Ahmadi Yuli Ananta, ST., M.M.",Pembuatan Sistem Pakar Diagnosa Penyakit Pada Burung Puyuh Dengan Menggunakan Metode Forward Chaining,burung
182,182,183,19,"Ahmadi Yuli Ananta, ST., M.M.",Pembuatan Sistem Pakar Diagnosa Penyakit Pada Burung Puyuh Dengan Menggunakan Metode Forward Chaining,puyuh
183,183,184,19,"Ahmadi Yuli Ananta, ST., M.M.",Pembuatan Sistem Pakar Diagnosa Penyakit Pada Burung Puyuh Dengan Menggunakan Metode Forward Chaining,metode
184,184,185,19,"Ahmadi Yuli Ananta, ST., M.M.",Pembuatan Sistem Pakar Diagnosa Penyakit Pada Burung Puyuh Dengan Menggunakan Metode Forward Chaining,forward
185,185,186,19,"Ahmadi Yuli Ananta, ST., M.M.",Pembuatan Sistem Pakar Diagnosa Penyakit Pada Burung Puyuh Dengan Menggunakan Metode Forward Chaining,chaining
186,186,187,20,"Ahmadi Yuli Ananta, ST., M.M.",Seleksi Notifikasi Serangan Berbasis Ids Snort Menggunakan Metode K-Means,seleksi
187,187,188,20,"Ahmadi Yuli Ananta, ST., M.M.",Seleksi Notifikasi Serangan Berbasis Ids Snort Menggunakan Metode K-Means,notifikasi
188,188,189,20,"Ahmadi Yuli Ananta, ST., M.M.",Seleksi Notifikasi Serangan Berbasis Ids Snort Menggunakan Metode K-Means,serang
189,189,190,20,"Ahmadi Yuli Ananta, ST., M.M.",Seleksi Notifikasi Serangan Berbasis Ids Snort Menggunakan Metode K-Means,bas
190,190,191,20,"Ahmadi Yuli Ananta, ST., M.M.",Seleksi Notifikasi Serangan Berbasis Ids Snort Menggunakan Metode K-Means,ids
191,191,192,20,"Ahmadi Yuli Ananta, ST., M.M.",Seleksi Notifikasi Serangan Berbasis Ids Snort Menggunakan Metode K-Means,snort
192,192,193,20,"Ahmadi Yuli Ananta, ST., M.M.",Seleksi Notifikasi Serangan Berbasis Ids Snort Menggunakan Metode K-Means,metode
193,193,194,20,"Ahmadi Yuli Ananta, ST., M.M.",Seleksi Notifikasi Serangan Berbasis Ids Snort Menggunakan Metode K-Means,k-means
194,194,195,21,"Ahmadi Yuli Ananta, ST., M.M.",Rancang Bangun Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Menggunakan Metode Profile Matching,rancang
195,195,196,21,"Ahmadi Yuli Ananta, ST., M.M.",Rancang Bangun Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Menggunakan Metode Profile Matching,bangun
196,196,197,21,"Ahmadi Yuli Ananta, ST., M.M.",Rancang Bangun Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Menggunakan Metode Profile Matching,dukung
197,197,198,21,"Ahmadi Yuli Ananta, ST., M.M.",Rancang Bangun Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Menggunakan Metode Profile Matching,putus
198,198,199,21,"Ahmadi Yuli Ananta, ST., M.M.",Rancang Bangun Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Menggunakan Metode Profile Matching,layak
199,199,200,21,"Ahmadi Yuli Ananta, ST., M.M.",Rancang Bangun Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Menggunakan Metode Profile Matching,beri
200,200,201,21,"Ahmadi Yuli Ananta, ST., M.M.",Rancang Bangun Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Menggunakan Metode Profile Matching,kredit
201,201,202,21,"Ahmadi Yuli Ananta, ST., M.M.",Rancang Bangun Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Menggunakan Metode Profile Matching,metode
202,202,203,21,"Ahmadi Yuli Ananta, ST., M.M.",Rancang Bangun Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Menggunakan Metode Profile Matching,profile
203,203,204,21,"Ahmadi Yuli Ananta, ST., M.M.",Rancang Bangun Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Menggunakan Metode Profile Matching,matching
204,204,205,22,"Ahmadi Yuli Ananta, ST., M.M.",Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,kembang
205,205,206,22,"Ahmadi Yuli Ananta, ST., M.M.",Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,otomatisasi
206,206,207,22,"Ahmadi Yuli Ananta, ST., M.M.",Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,ac
207,207,208,22,"Ahmadi Yuli Ananta, ST., M.M.",Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,lampu
208,208,209,22,"Ahmadi Yuli Ananta, ST., M.M.",Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,fuzzy
209,209,210,22,"Ahmadi Yuli Ananta, ST., M.M.",Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,raspberry
210,210,211,22,"Ahmadi Yuli Ananta, ST., M.M.",Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,pi
211,211,212,23,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Pendukung Keputusan Dengan Menerapkan Logika Fuzzy Dalam Menentukan Prioritas Calon Debitur,dukung
212,212,213,23,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Pendukung Keputusan Dengan Menerapkan Logika Fuzzy Dalam Menentukan Prioritas Calon Debitur,putus
213,213,214,23,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Pendukung Keputusan Dengan Menerapkan Logika Fuzzy Dalam Menentukan Prioritas Calon Debitur,logika
214,214,215,23,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Pendukung Keputusan Dengan Menerapkan Logika Fuzzy Dalam Menentukan Prioritas Calon Debitur,fuzzy
215,215,216,23,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Pendukung Keputusan Dengan Menerapkan Logika Fuzzy Dalam Menentukan Prioritas Calon Debitur,tentu
216,216,217,23,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Pendukung Keputusan Dengan Menerapkan Logika Fuzzy Dalam Menentukan Prioritas Calon Debitur,prioritas
217,217,218,23,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Pendukung Keputusan Dengan Menerapkan Logika Fuzzy Dalam Menentukan Prioritas Calon Debitur,calon
218,218,219,23,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Pendukung Keputusan Dengan Menerapkan Logika Fuzzy Dalam Menentukan Prioritas Calon Debitur,debitur
219,219,220,24,"Ahmadi Yuli Ananta, ST., M.M.",Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,ancang
220,220,221,24,"Ahmadi Yuli Ananta, ST., M.M.",Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,jual
221,221,222,24,"Ahmadi Yuli Ananta, ST., M.M.",Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,buku
222,222,223,24,"Ahmadi Yuli Ananta, ST., M.M.",Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,cara
223,223,224,24,"Ahmadi Yuli Ananta, ST., M.M.",Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,online
224,224,225,24,"Ahmadi Yuli Ananta, ST., M.M.",Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,bas
225,225,226,24,"Ahmadi Yuli Ananta, ST., M.M.",Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,web
226,226,227,24,"Ahmadi Yuli Ananta, ST., M.M.",Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,kartu
227,227,228,24,"Ahmadi Yuli Ananta, ST., M.M.",Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,kredit
228,228,229,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,game
229,229,230,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,kuis
230,230,231,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,tebak
231,231,232,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,tangga
232,232,233,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,nada
233,233,234,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,jawa
234,234,235,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,metode
235,235,236,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,fisher-yates
236,236,237,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,shuffle
237,237,238,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,fuzzy
238,238,239,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,tsukamoto
239,239,240,25,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Game Kuis Tebak Tangga Nada Jawa Dengan Metode Fisher-Yates Shuffle dan Fuzzy Tsukamoto Berbasis Android,bas
240,240,241,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,naive
241,241,242,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,bayes
242,242,243,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,pos
243,243,244,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,tagging
244,244,245,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,metode
245,245,246,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,hidden
246,246,247,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,markov
247,247,248,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,model
248,248,249,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,viterbi
249,249,250,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,analisa
250,250,251,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,sentimen
251,251,252,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,hadap
252,252,253,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,akun
253,253,254,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,twitter
254,254,255,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,presiden
255,255,256,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,joko
256,256,257,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,widodo
257,257,258,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,saat
258,258,259,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,pandemi
259,259,260,26,"Ahmadi Yuli Ananta, ST., M.M.",Implementasi Naive Bayes Dan Pos Tagging Menggunakan Metode Hidden Markov Model Viterbi Pada Analisa Sentimen Terhadap Akun Twitter Presiden Joko Widodo Di Saat Pandemi COVID-19,covid-19
260,260,261,27,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,amal
261,261,262,27,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,jumlah
262,262,263,27,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,produksi
263,263,264,27,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,ikan
264,264,265,27,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,dinas
265,265,266,27,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,ikan
266,266,267,27,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,kab
267,267,268,27,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,malang
268,268,269,27,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,metode
269,269,270,27,"Ahmadi Yuli Ananta, ST., M.M.",Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,sarima
270,270,271,28,"Ahmadi Yuli Ananta, ST., M.M.",DESAIN SISTEM SMART ATTENDANCE MENGGUNAKAN KOMBINASI SMART CARD DAN SIDIK JARI,desain
271,271,272,28,"Ahmadi Yuli Ananta, ST., M.M.",DESAIN SISTEM SMART ATTENDANCE MENGGUNAKAN KOMBINASI SMART CARD DAN SIDIK JARI,smart
272,272,273,28,"Ahmadi Yuli Ananta, ST., M.M.",DESAIN SISTEM SMART ATTENDANCE MENGGUNAKAN KOMBINASI SMART CARD DAN SIDIK JARI,attendance
273,273,274,28,"Ahmadi Yuli Ananta, ST., M.M.",DESAIN SISTEM SMART ATTENDANCE MENGGUNAKAN KOMBINASI SMART CARD DAN SIDIK JARI,kombinasi
274,274,275,28,"Ahmadi Yuli Ananta, ST., M.M.",DESAIN SISTEM SMART ATTENDANCE MENGGUNAKAN KOMBINASI SMART CARD DAN SIDIK JARI,smart
275,275,276,28,"Ahmadi Yuli Ananta, ST., M.M.",DESAIN SISTEM SMART ATTENDANCE MENGGUNAKAN KOMBINASI SMART CARD DAN SIDIK JARI,card
