No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
176,9,5,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,5.5572207370162216e-64
177,9,11,HUBUNGAN KONDISI KARANG BERCABANG TERHADAP KEBERADAAN IKAN INDIKATOR Chaetodon octofasclatus DI EKOSISTEM TERUMBU KARANG PULAU AYER KEPULAUAN SERIBU JAKARTA,4.8683120736608524e-40
178,10,35,Diplomasi Pertahanan Indonesia Dalam Pencapaian Cybersecurity Melalui ASEAN Regional Forum on Cybersecurity Initiatives,2.4555918502522584e-18
179,10,23,Pengembangan Teori Probabilitas untuk Fusi Penginferensian Informasi,2.4928458687769866e-15
180,10,32,Ekonomi Politik Kerja Sama Korea Selatan-Indonesia dalam Joint Development Pesawat Tempur KFX/IFX,1.8694385892977933e-22
181,10,9,Analisis Minimum Essential Force MEF dalam rangka Pembangunan Cyber-Defense,4.3811329645909306e-11
182,10,9,Sistem Berpengetahuan-Tumbuh Satu Perspektif Baru dalam Kecerdasan Tiruan,1.5783029687496225e-18
183,10,34,Pengaruh Kompensasi Terhadap Kedisiplinan dan Kinerja prajurit Batalyon kavaleri 11/serbu Kodam Iskandar muda,1.947505648157528e-14
184,10,38,Sistem Fusi Informasi Berbasis Agen-Agen Kolaboratif untuk Misi-Misi Strategis,5.1869159235627597e-11
185,10,20,Perangkat Desa Melek Digital dan Kreatif Pelatihan Pengembangan Konten Digital Desa Ngijo Kabupaten Malang,1.0096418756641543e-162
186,10,20,AI Wuryandari dan J Sembiring,0.0
187,10,9,Bauran Kebijakan Fiskal-Moneter dan Dampaknya Bagi Anggaran Pertahanan,1.105703249943369e-15
188,10,27,ngurangan Risiko Bencana Gempa Bumi-Tsunami di Pangkalan TNI AU Padang Akibat Megathrust Mentawai,1.6266126746775214e-22
189,10,31,Desain dan Implementasi Sistem Fusi Informasi Multi-Agent untuk Mendukung Pengambilan Keputusan dalam Perencanaan Operasi Udara,5.592350749693054e-26
190,10,35,Metode Komputasi Untuk Sistem Berpengetahuan Tumbuh Terinspirasi Cara Manusia Berpikir,8.576507021381294e-46
191,10,30,Prediksi dinamika pandemi di pulau Jawa menggunakan metode Moving Average dan Knowledge Growing System,1.3522015623185486e-30
192,10,30,Sistem Prediksi Tingkat Kriminalitas Menggunakan Metode Triple Exponential Smoothing Studi Kasus pada Polres Kabupaten Probolinggo,1.4391347233573387e-27
193,10,27,Pentingnya Penguasaan Teknologi Artificial Intelligence Untuk Mendukung Operasi Militer,1.0075320851649346e-20
194,10,37,Konsep Desain dan Implementasi Sistem Pemeliharaan Alat Utama Sistem Persenjataaan Udara Berbasis Kecerdasan,6.838018632331351e-24
195,10,25,Klasifikasi Mutu Telur Burung Puyuh Berdasarkan Warna dan Tekstur Menggunakan Metode K-Nearest Neighbor KNN dan Fusi Informasi,1.6872234705377153e-75
196,10,3,Penerapan Algoritma Apriori Untuk Mempercepat dan Mempermudah Akses Barang di Gudang Material,1.4568975602104588e-27
197,10,30,Sistem Prediksi Permintaan Darah Menggunakan Metode Regresi Linier,1.289735552379555e-36
198,10,19,Identifikasi Karakter Plat Nomor Kendaraan Menggunakan Kecerdasan Artifisial Learning Vector Quantization,7.985259317617798e-30
199,10,28,Pemodelan dan Simulasi Penyebaran Pandemik Influenza Aspek Internal dan Eksternal,1.0566532047633028e-14
200,10,38,Simulator Latihan Menembak dengan Pistol Laser berbasis Mikrokontroler AT89C51,9.52022858645248e-15
201,10,19,Sistem Identifikasi Pesawat Menggunakan Kecepatan dan Radar Cross Section Pesawat Berbasis Jaringan Syaraf Tiruan Backpropagation,5.3434031798301805e-36
202,10,19,Perbandingan Performansi Sistem Identifikasi Pesawat Menggunakan Jaringan Syaraf Tiruan Mode Adaptif Resonance Theory 1 dan 2,1.5223760504727936e-44
203,10,7,APLIKASI PENGHITUNG BERAT BARANG BERBASIS WEB DENGAN METODE NAÏVE BAYES,9.794992679445075e-29
204,10,37,PEMANFAATAN VIDEO EDUKASI UNTUK MENINGKATKAN LITERASI DIGITAL MASYARAKAT PADA E-WALLET DI MASA PANDEMI,1.1661282476318615e-28
205,10,28,Penerapan Sistem Informasi Administratif Desa Ngijo Kabupaten Malang menggunakan OpenSID,1.757915089360453e-44
206,10,27,PERKEMBANGAN TERKINI PENGEMBANGAN DAN PENGAPLIKASIAN TEKNOLOGI COGNITIVE ARTIFICIAL INTELLIGENCE DI POLITEKNIK NEGERI MALANG,1.1863997925408835e-28
207,10,38,Suatu Metode dan Perangkat Untuk Mengukur Risiko Serangan Berbasis Analisis pada Kartu Pintar,2.7246501860055843e-34
208,10,38,Rumah Kaca Cerdas Dengan Teknologi Kecerdasan Kognitif Dan Sistem Komunikasi Jarak Jauh Hemat Energi,1.1388089670406304e-34
209,10,23,Pengenalan Jenis Tanaman Mangga Berdasarkan Bentuk dan Tekstur Daun Menggunakan Kecerdasan Artifisial K-Nearest Neighbor KNN dan Fusi Informasi,1.2874055937777925e-44
210,10,25,Pemilihan Daging Kelapa Bermutu Berdasarkan Warna dan Tekstur untuk Produksi Wingko Berkualitas Menggunakan Metode Support Vector Machine SVM dan Fusi Informasi,3.664643189876662e-99
211,10,4,Suatu Metoda Rancangan Pengolahan Informasi untuk Diagnosa Kelainan Jantung dengan Algoritma Pengetahuan Tumbuh,2.883892117495674e-32
212,10,12,Perangkat Sistem Tertanam Enkripsi AES128 dengan Resistensi terhadap Serangan Berbasis Analisis Daya,4.519472947784077e-28
213,10,23,Sistem dan Metode Deteksi Indikasi Covid-19 Berdasarkan Gejala-Gejala Klinis Menggunakan Metode Komputasi yang Menirukan Cara Manusia Berpikir,2.079817640068651e-40
214,10,30,Sistem Prediksi Kebutuhan Pegawai Katering Berdasarkan Jumlah Pesanan Menggunakan Metode Fuzzy Time Series,1.580969149712111e-32
215,10,3,Sistem Prediksi Permintaan Darah Menggunakan Metode Regresi Linier Studi Kasus UTD PMI Kabupaten Bojonegoro,7.122249953788309e-53
216,10,19,IDENTIFIKASI KARAKTER PLAT NOMOR KENDARAAN DENGAN LEARNING VECTOR QUANTIZATION,2.9086302527960447e-49
217,10,25,KLASIFIKASI MUTU DAGING KELAPA BERDASARKAN WARNA DAN TEKSTUR UNTUK PRODUKSI WINGKO YANG BERKUALITAS MENGGUNAKAN METODE SUPPORT VECTOR MACHINE SVMSTUDI KASUS PADA UD PUTRA …,5.535414984897856e-104
218,10,30,SISTEM PREDIKSI KEBUTUHAN PEGAWAI KATERING BERDASARKAN JUMLAH PESANAN MENGGUNAKAN METODE FUZZY TIME SERIES,9.497961118897456e-63
219,10,25,KLASIFIKASI JENIS TANAMAN MANGGA BERDASARKAN BENTUK DAN TEKSTUR DAUN MENGGUNAKAN K-NEAREST NEIGHBOR KNN,2.5412567337566232e-70
220,10,27,Beberapa Pemikiran Pemanfaatan Teknologi Artificial Intelligence untuk Mendukung Tugas-Tugas TNI AU,6.247299878112044e-28
221,10,28,Arsitektur Prosesor dengan Sifat Kognitif Menggunakan Algoritma Pengetahuan Tumbuh sebagai Kecerdasan Tiruan Baru dan Metode Perancangannya,9.517705573726571e-42
222,10,27,Metode Differential Power Analysis DPA-Countermeasure dengan Pendekatan Konsep Cognitive Artificial Intelligence,6.03436501354181e-21
223,10,35,Metode Komputasi Untuk Sistem Berpengetahuan Tumbuh Terinspirasi Cara Manusia Berpikir,8.576507021381294e-46
224,10,23,Sistem Berpengetahuan Tumbuh Terinspirasi Otak Manusia Teori dan Aplikasi,2.4641289250718977e-18
225,10,2,Aplikasi Cognitive Artificial Intelligence untuk Pengambilan Keputusan Strategis Menggunakan Knowledge-Growing System dengan Metoda A3S Arwin-Adang-Aciek-Sembiring,3.848136421529815e-24
226,10,9,Melindungi Infrastruktur Kritis Nasional dari Serangan Cyber Perspektif Kebijakan Ketahanan Nasional,2.840310998777258e-36
227,10,17,Kunjungan Delegasi National Security Secretariat of National Security Council United Kingdom ke Sekretariat Jenderal Dewan Ketahanan Nasional,1.8654445997626903e-28
228,10,34,Bauran Kebijakan Fiskal-Moneter Sebagai Pendorong Pertumbuhan Produk Domestik Bruto PDB dan Pengaruhnya Terhadap Anggaran Sektor Pertahanan,7.864445647870316e-29
229,10,6,Ketahanan Nasional di Era Masyarakat Ekonomi ASEAN dari Perspektif Ketahanan Energi Ketahanan Ekonomi dan Ketahanan Informasi,6.739272361211191e-33
230,10,38,Memperkokoh Ketahanan Nasional di Era Masyarakat Ekonomi Asean Melalui Pemberdayaan Energi Alternatif dan Teknologi Informasi,5.02763732781241e-32
231,10,12,Efektivitas Pemanfaatan Wahana Tanpa Awak Dalam Peliputan dan Penanganan Bencana,2.369770452774629e-15
232,10,38,Cyberspace Benarkah sebagai Ranah Baru Peperangan dan Bagaimana Relasinya dengan Cyber Warfare,4.960646145444193e-11
233,10,9,Minyak Kelapa Sawit Crude Palm Oil sebagai Salah Satu Sumber Penerimaan Negara bagi Pembangunan Pertahanan Negara Peluang dan Tantangan,5.05786593945025e-50
234,10,23,Survey Metode Fusi Informasi untuk Perancangan Cognitive Processo,1.636246512529372e-14
235,10,15,Trusted Network sebagai Sistem Pengamanan terhadap Ancaman Siber di Lingkungan Pertahanan Indonesia,6.52871599017961e-24
236,10,32,Perlu dan Pentingkah Transfer Teknologi untuk Alat Utama Sistem Senjata TNI AU?,2.820322324977005e-22
237,10,33,Model Konseptual Implementasi Mission Assurance dalam Business Process Management,1.1213772045911837e-17
238,10,34,Jaringan Informasi Global Global Information Grid Jaringan Yang Harus Dimiliki Untuk Meningkatkan Efektivitas Operasi Militer,2.2112093327344945e-33
239,10,33,Model Implementasi Mission Assurance dalam Business Process Management,5.3669043811708174e-14
240,10,23,Software Engineer Yang Saat Ini Dibutuhkan TNI AU Untuk Menangani Alutsista Modern,8.502517400172174e-23
241,10,31,Keputusan dan Pengambilan Keputusan Model Pengambilan Keputusan Berbasis pada Cara Manusia Berpikir,3.0544719016689224e-31
242,10,31,Optimalisasi Sistem K4IPP guna Meningkatkan Efektivitas Pengambilan Keputusan dalam rangka Mendukung Tugas-Tugas TNI AU,6.621346387284233e-26
243,10,38,Mengenal Sistem Informasi Geo Spasial SIGS dalam Sebuah Operasi Militer,2.182550087749176e-14
244,10,3,Aplikasi Metoda A3S dalam Pemilihan Pesawat Angkut TNI AU Studi Kasus pada Casa C-212-200,3.776211500411052e-23
245,10,31,Optimalisasi Sistem K4IPP guna Meningkatkan Efektivitas Pengambilan Keputusan dalam rangka Mendukung Tugas-Tugas TNI AU Taskap Sastra Jaya,1.2626652914269074e-29
246,10,34,Mengkaji Riset C4I/C4ISR di Korea Selatan dan Hal-Hal Penting yang dapat Dipelajari untuk Angkatan Udara Kita,1.9689866874417336e-32
247,10,37,Analisis Perang Udara Babylon Tahun 1981 dan Manfaatnya Bagi Pengembangan Doktrin Operasi Udara,3.080060339700551e-31
248,10,31,Kajian Pengaplikasian Sistem Multi-Agen guna Meningkatkan Kinerja Pengolahan Informasi Sistem K4IPP dalam rangka Mendukung Operasi Informasi TNI AU,1.4646042870466547e-27
249,10,38,Sistem Identifikasi Sasaran Berbasis Self-Organizing Hardware Satu Model Sistem untuk Era Peperangan Informasi,5.9818540194631756e-21
250,10,35,mbelajaran pada Sistem Berpengetahuan-Tumbuh Emulasi Cara Manusia Berpikir,3.3835406819807816e-11
251,10,27,Desain dan Implementasi Sistem Komunikasi Data Rencana Penerbangan Untuk Kepentingan Identifikasi Sasaran Berbasis Web Online,1.2617809139439666e-34
252,10,14,Kajian Voice Traffic Dalam Upaya Meningkatkan Layanan Public Swithced Telephone Network Mabesau,2.071091206063113e-20
253,10,9,Sistem Berpengetahuan-Tumbuh Satu Perspektif Baru dalam Kecerdasan Tiruan Disertasi Doktor,1.5783029687496225e-18
254,10,38,Automatic Dependent Surveillance – Broadcast ADS-B dan Prospek Pengaplikasiannya di TNI-AU,0.0001381937894118
255,10,11,Konsep dan Desain Sistem Pemantauan Jarak Jauh Berbasis Mikrokontroller ARM Cortex Pada Radar Plessey AR 325 Commander,2.9975016207219976e-27
256,10,18,Membangun Sinergi dan Kolaborasi Tiga Pilar Nasional Menuju Kemandirian Sistem Pertahanan Keamanan Nasional,3.2830747766784467e-35
257,10,33,Desain Quadrifilar Helix Antenna 42 GHz Untuk Computer Management of Vehicles/Communication Mobile TNI AU,3.906462914146243e-21
258,13,3,Rancang Bangun Aplikasi Data Mining Analisis Tingkat Kelulusan Menggunakan Algoritma FP-Growth Studi Kasus Di Politeknik Negeri Malang,1.560727912643718e-44
259,13,27,Sistem Informasi Manajemen Pengarsipan Dengan Menggunakan Algoritma Blowfish,7.168091264364763e-15
260,13,4,Aplikasi Information Retrieval untuk Pencarian Dokumen Laporan Penelitian,4.160741786175338e-40
261,13,28,Desain dan Implementasi Sistem Informasi Pengajuan Jabatan Fungsional Akademik Dosen Berbasis Web Pada STMIK PPKIA Pradnya Paramita Malang,1.3545451062623993e-33
262,13,15,Migrasi Database dengan Menggunakan SSIS SQL Server Integration Service di PT XYZ Indonesia,3.5980688627948615e-30
263,13,5,Sistem Pakar untuk Mendiagnosa Gangguan Kehamilan dengan Metode Naive Bayes,4.426056290036952e-21
264,13,28,Pengembangan Website Sistem Pencarian dan Publikasi Tempat di Kota Malang Menggunakan Geolocation,3.01500128814788e-23
265,13,3,Metode Naive Bayes untuk Memprediksi Kelahiran Bayi,3.4602200590601824e-29
266,13,28,SISTEM UMKM ONLINE PRODUK PENJUALAN KAMPOENG SEJARAH KOTA MALANG BERBASIS WEBSITE,1.406811475401556e-117
267,13,31,PENGEMBANGANAPLIKASI REPOSITORY PORTOFOLIO DOSEN DAN STAFF MIPOLINEMA DENGAN METODE N-TIER,4.0980125417469634e-07
268,13,32,Rancang Bangun Optimasi Penjadwalan Perawatan Mobil pada@ Maytrans,1.1218132091866991e-20
269,13,18,RANCANG BANGUN APLIKASI ENKRIPSI SMS SHORT MESSAGE SERVICE DENGAN METODE RSA PADA TELEPON SELULAR BERBASIS ANDROID,3.450651392528629e-40
270,13,4,RANCANG BANGUN ACTIVEX UNTUK DETEKSI PENGGUNA SISTEM MENGGUNAKAN FINGER PRINT,3.911865955049964e-34
271,13,28,SISTEM INFORMASI PERPUSTAKAAN BERBASIS WEB PADA BALAI PENGKAJIAN TEKNOLOGI PERTANIAN JAWA TIMUR,7.751411501798432e-30
272,13,32,Rancang Bangun Aplikasi Perkiraan Penjualan pada CV Mula Jaya Nofina Menggunakan Analisa Forecasting,6.965935444656297e-56
273,13,12,Transportasi Dan Transformasi Data Terjadwal Dengan Menggunakan Ssis Sql Server Integration Service,1.2815804029536484e-28
274,14,5,Pengembangan Sistem Pakar Pendeteksi Penyakit Pada Kucing Dengan Metode Case Based Reasoning Dan Certainty Factor Berbasis Android,1.7113467121064413e-63
275,14,14,Desain Dan Analisis Kinerja Virtualisasi Server Menggunakan Proxmox Virtual Environtment,2.1987490106183903e-38
276,14,5,Sistem pakar diagnosa penyakit pada kucing dengan metode teorema bayes berbasis android,7.924063345788123e-21
277,14,31,Sistem Pendukung Keputusan Pemilihan Guru Berprestasi Menggunakan Metode Promethee Studi Kasus Dinas Pendidikan Kota Malang,8.982336730336118e-73
278,14,7,Penerapan Algoritma Naïve Bayes Untuk Klasifikasi Retensi Arsip,1.0034869663046592e-33
279,14,27,Sistem Informasi Pengukuran Kepuasan Pelanggan Menggunakan Metode Importance Performance Analysis Pada Program Studi Manajemen Informatika,2.0591578540942057e-59
280,14,34,Penerapan Metode User Centered Design UCD Katalog Online Berbasis Web di Rumah Makan Alfa Lesehan Kabupaten Blitar,2.6784985808224835e-75
281,14,28,Pengembangan Game Simulasi Penanaman Padi Situ Bagendit Studi Kasus pada UPTD Pertanian Kecamatan Ngantang,6.204860236645013e-59
282,14,38,Penerapan Augmented Reality Sebagai Alternatif Media Pembelajaran,6.069049143586396e-42
283,14,34,Rancang Bangun Sistem Aplikasi Penentuan Siswa Berprestasi pada Sistem Informasi Akademik di SMP Negeri 1 Sangkapura Gresik,4.913833791083719e-36
284,14,5,Sistem Pakar Diagnosis Penyakit pada Kelinci Menggunakan Metode Certainty Factor,1.5077222611628032e-15
285,14,14,Desain Dan Implementasi Digital Library Dengan Teknologi Cloud Computing Menggunakan Server Proxmox,3.359477552981471e-50
286,14,34,Pengembangan Sistem Informasi Proses Belajar Mengajar Online Dengan Menggunakan Metode Pembelajaran Student Centered Learning Scl,4.2814508938974e-61
287,14,5,Pengembangan Sistem Pakar Rekomendasi Kuliner Di Kota Malang Berbasis Android Menggunakan Metode Certainty Factor,8.389346400202022e-54
288,14,4,Implementasi Deep Learning Untuk Deteksi Ekspresi Emosi Pada Twitter,1.0899494265784425e-18
289,14,4,Rancang Bangun Sistem Informasi Lowongan Kerja Di JPC Polinema Dengan Metode Quick Sort,2.3308117542479238e-31
290,14,31,Pengembangan Aplikasi Pemilihan Kost Di Kota Malang Dengan Metode Ahp Dan Promethee,3.0026504166829443e-47
291,14,23,Rancang Bangun Sistem Pengenalan Wajah Untuk Identifikasi Mahasiswa Yang Melakukan Pelanggaran Melalui Bukti Foto Menggunakan Metode Eigenface,1.370751802399827e-79
292,14,14,Implementasi Suricata Pada Server CLOUD PROXMOX VE Sebagai Intrusion Detection System IDS Dalam Pengamanan Jaringan,1.1634952592474178e-66
293,14,5,PENGEMBANGAN SISTEM PAKAR UNTUK MENDIAGNOSA PENYAKIT KULIT PADA MANUSIA DENGAN MENGGUNAKAN METODE CERTAINTY FACTOR Studi Kasus Tempat Praktek dr Diyanto Wirawan Sp KK,6.09983392237182e-90
294,14,34,Pengembangan Aplikasi Bimbingan dan Konseling Studi Kasus SMA Negeri 1 Bangil,1.0264768443504792e-48
295,14,28,Penentuan Lokasi Klinik Layanan Hiv/Aids Di Kabupaten Malang Dengan Ahp Dan Visualisasi Gis,1.1109823486223152e-35
296,14,35,PELATIHAN PEMBUATAN VIDEO PEMBELAJARAN BAGI GURU SD MAFAZA INTEGRATED SMART SCHOOL DAN SMK PGRI 3 MALANG,2.147467116090219e-173
297,14,11,Elektronika Sistem Senjata REKAYASA PEMBANGKIT LISTRIK TENAGA BAYU HYBRID PORTABLE SECARA REAL TIME BERBASIS IOT UNTUK PENYUPLAI KEBUTUHAN LISTRIK Teknologi,1.3273136296008146e-39
298,14,28,PENGEMBANGAN SISTEM INFORMASI TUMBUH KEMBANG BALITA DI POSYANDU RAJAWALI KECAMATAN SINGOSARI KABUPATEN MALANG,2.7689145370287903e-87
299,14,32,Implementasi Metode User Centered Design UCD pada Pengembangan Sistem Informasi di CV Kirana Bahari Indonesia,2.34382158071748e-50
300,14,30,Implementasi Metode Fuzzy Time Series Markov Chain untuk Prediksi Harga Telur Puyuh,4.59906846657298e-59
301,14,32,RANCANG BANGUN KONSTRUKSI BODI PADA AUTOMATIC WELDING CARRIER MACHINE,3.2901412496342416e-11
302,14,2,SISTEM KENDALI DAN TELEMETRI DARI ROBOT CQB MK1 CLOSE QUARTER BATTLE KE BASE STATION MENGGUNAKAN FREQUENCY 58 GHz,1.7907910349977322e-19
303,14,21,Sistem Pakar Perencanaan Penjadwalan Bangunan Rumah Minimalis Berdasarkan Tipe dengan Metode Algoritma Genetika,5.131417755641093e-35
304,14,14,PENGUJIAN KINERJA WEB SERVER POLINEMA MENGGUNAKAN ALAT UJI JMETER,2.469771954709058e-37
305,14,19,IMPLEMENTASI JARINGAN SARAF TIRUAN MENGGUNAKAN METODE ELM UNTUK MEMPREDIKSI VOLUME IMPOR KEDELAI NASIONAL,6.388204117599749e-51
306,14,34,SISTEM INFORMASI PELAPORAN MONITORING DAN EVALUASI PEMBELAJARAN POLITEKNIK NEGERI MALANG,2.112990400866842e-45
307,14,27,SISTEM INFORMASI AUDIT MUTU INTERNAL BERBASIS WEB SI-AMI STUDI KASUS POLITEKNIK NEGERI MALANG,1.082760598903075e-62
308,14,38,PEMODELAN KONTEN AUGMENTED REALITY DALAM KONSEP INTERACTIVE REALTIME,1.0199405402610435e-55
309,14,30,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,2.569119086071044e-58
310,14,30,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,1.0559358893562876e-48
311,14,30,Peramalan Permintaan Susu Nandhi Murni Botol Menggunakan Support Vector Regression,1.961029821490285e-24
312,14,37,PENGAJARAN ROUTING STATIC PADA MATERI JARINGAN KOMPUTER BERBASIS VIRTUAL LABORATORIUM,1.3995541254769188e-48
313,14,2,Pengembangan Game Penyelamatan Hewan–hewan yang Terancam Punah Menggunakan Metode FSM FINITE STATE MACHINE dan Metode Fuzzy Logic,2.0639758379953064e-83
314,14,23,APLIKASI UNTUK MENGUKUR JARAK ANTARA ANGGOTA TOURING YANG TERTINGGAL MENGGUNAKAN METODE K-NEAREST NEIGHBOUR,3.036696278270853e-66
315,14,2,IMPLEMENTASI METODE FUZZY DAN FSM PADA GAME LEGEND OF DAMARWULAN,4.079019075883904e-29
316,14,14,PEMANFAATAN TEKNOLOGI VIRTUALISASI DALAM PROSES PEMBELAJARAN JARINGAN LINUX,5.483106326578013e-63
317,14,5,Rancang Bangun Sistem Pakar Penentuan Peyakit Domba Menggunakan Metode Certainty Factor,6.821850873962655e-21
318,14,5,SISTEM PAKAR DETEKSI HAMA DAN PENYAKIT PADA TANAMAN PADI VARIETAS IR64 DENGAN MENGGUNAKAN METODE FUZZY INFERENCE TSUKAMOTOPADA DAERAH KABUPATEN LUMAJANG,6.766402592090642e-69
319,14,27,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN PERAMALAN PENYAKIT MENGGUNAKAN METODE REGRESI LINIER STUDI KASUS DI PRAKTEK UMUM dr ACHMAD FARIS PUJON–MALANG,1.050437487694997e-84
320,14,3,SPK PEMILIHAN JURUSAN BERDASARKAN KUESIONER MINAT BAKAT MENGGUNAKAN METODE NAIVE BAYES,9.24292371410456e-63
321,14,28,SISTEM INFORMASI GEOGRAFIS PEMETAAN DAERAH GIZI BURUK DI KABUPATEN LUMAJANG,8.720472438967309e-42
322,14,14,RANCANG BANGUN VIRTUAL MACHINE BERBASIS CLOUD COMPUTING MENGGUNAKAN SERVER PROXMOX UNTUK OPTIMALISASI SUMBER DAYA KOMPUTER SERVER,1.4906812434820677e-83
323,14,31,SISTEM PENDUKUNG KEPUTUSAN PERSETUJUAN KREDIT KPR MENGGUNAKAN METODE SAW,9.797820129840766e-22
324,14,34,Simulasi Alat Bantu Penjualan Karcis Kereta Api Dengan Memanfaatkan Mlnimum Sistem 8088 Yang Dihubungkan Ibm Pc-Xt,6.209246145076205e-32
325,14,11,Rancang Bangun Penunjuk Arah Dan Jarak Suara Tembakan Menggunakan Metode Fuzzy Logic Berbasis Raspberry Pi,4.965747924449686e-36
326,15,11,Normalisasi Tabel Pada Basisdata Relasional,0.0
327,15,28,Rancang Bangun Aplikasi Pencarian Rute Terpendek Jasa Kiriman Barang Berbasis Mobile Dengan Metode Algoritma Dijkstra,4.3483050670559304e-44
328,15,5,Analisa Perbandingan Metode Certainty Factor dan Dempster Shafer pada Sistem Pakar Diagnosa Penyakit Diabetes Melitus,2.9709223474103574e-34
329,15,30,Peramalan Penjualan Daging Sapi Menggunakan Metode Trend Least Square,3.2615277466423317e-46
330,15,25,Segmentasi berbasis k-means pada deteksi citra penyakit daun tanaman jagung,5.3399330225789795e-53
331,15,5,Sistem pakar deteksi hama dan penyakit pada tanaman cabai dengan metode naïve bayes,1.6675325403808927e-28
332,15,23,Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,1.6051546036687255e-79
333,15,4,Aplikasi Pendeteksi Kemiripanpada Dokumen Menggunakan Algoritma Rabin Karp,9.511390140965439e-35
334,15,23,Perancangan Aplikasi Schedule Reminders Menggunakan Metode Euclidean Distance Pada Sistem Operasi Android,1.502429631473941e-20
335,15,20,Perangkat Desa Melek Digital dan Kreatif Pelatihan Pengembangan Konten Digital Desa Ngijo Kabupaten Malang,1.0096418756641543e-162
336,15,25,Aplikasi Penentuan Tingkat Kualitas Telur Ayam Berdasarkan Warna Dan Tekstur Citra Kerabang Dengan Metode Hue Saturation Value,4.2570140622006653e-75
