No,No Grup Riset,Grup Riset,No Bidang,Bidang,Judul Jurnal,Kata Judul Jurnal Hasil Filter
12,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Survey Paper Tantangan dan Peluang Kecerdasan Buatan dalam Bidang Islam Qur'an dan Hadits,qur
12,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Survey Paper Tantangan dan Peluang Kecerdasan Buatan dalam Bidang Islam Qur'an dan Hadits,an
12,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Survey Paper Tantangan dan Peluang Kecerdasan Buatan dalam Bidang Islam Qur'an dan Hadits,hadits
13,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN ALGORITMA FISHER-YATES SHUFFLE PADA GAME MENCOCOKKAN GAMBAR MONUMEN DUNIA,algoritma
13,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN ALGORITMA FISHER-YATES SHUFFLE PADA GAME MENCOCOKKAN GAMBAR MONUMEN DUNIA,fisher-yates
13,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN ALGORITMA FISHER-YATES SHUFFLE PADA GAME MENCOCOKKAN GAMBAR MONUMEN DUNIA,shuffle
13,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN ALGORITMA FISHER-YATES SHUFFLE PADA GAME MENCOCOKKAN GAMBAR MONUMEN DUNIA,game
13,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN ALGORITMA FISHER-YATES SHUFFLE PADA GAME MENCOCOKKAN GAMBAR MONUMEN DUNIA,cocok
13,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN ALGORITMA FISHER-YATES SHUFFLE PADA GAME MENCOCOKKAN GAMBAR MONUMEN DUNIA,gambar
13,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN ALGORITMA FISHER-YATES SHUFFLE PADA GAME MENCOCOKKAN GAMBAR MONUMEN DUNIA,monumen
13,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN ALGORITMA FISHER-YATES SHUFFLE PADA GAME MENCOCOKKAN GAMBAR MONUMEN DUNIA,dunia
14,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,finite
14,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,state
14,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,machine
14,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,battle
14,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,game
14,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,bas
14,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,augmented
14,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,reality
15,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,metode
15,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,text
15,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,mining
15,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,aplikasi
15,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,chatbot
16,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,metode
16,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,text
16,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,mining
16,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,aplikasi
16,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,chatbot
17,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,metode
17,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,text
17,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,mining
17,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,aplikasi
17,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan metode text mining pada aplikasi chatbot,chatbot
18,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Memory Volatile Forensik Untuk Deteksi Malware Menggunakan Algoritma Machine Learning,memory
18,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Memory Volatile Forensik Untuk Deteksi Malware Menggunakan Algoritma Machine Learning,volatile
18,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Memory Volatile Forensik Untuk Deteksi Malware Menggunakan Algoritma Machine Learning,forensik
18,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Memory Volatile Forensik Untuk Deteksi Malware Menggunakan Algoritma Machine Learning,deteksi
18,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Memory Volatile Forensik Untuk Deteksi Malware Menggunakan Algoritma Machine Learning,malware
18,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Memory Volatile Forensik Untuk Deteksi Malware Menggunakan Algoritma Machine Learning,algoritma
18,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Memory Volatile Forensik Untuk Deteksi Malware Menggunakan Algoritma Machine Learning,machine
18,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Memory Volatile Forensik Untuk Deteksi Malware Menggunakan Algoritma Machine Learning,learning
19,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Perbandingan algoritma template matching dan feature extraction pada optical character recognition,banding
19,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Perbandingan algoritma template matching dan feature extraction pada optical character recognition,algoritma
19,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Perbandingan algoritma template matching dan feature extraction pada optical character recognition,template
19,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Perbandingan algoritma template matching dan feature extraction pada optical character recognition,matching
19,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Perbandingan algoritma template matching dan feature extraction pada optical character recognition,feature
19,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Perbandingan algoritma template matching dan feature extraction pada optical character recognition,extraction
19,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Perbandingan algoritma template matching dan feature extraction pada optical character recognition,optical
19,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Perbandingan algoritma template matching dan feature extraction pada optical character recognition,character
19,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Perbandingan algoritma template matching dan feature extraction pada optical character recognition,recognition
20,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,finite
20,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,state
20,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,machine
20,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,battle
20,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,game
20,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,bas
20,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,augmented
20,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Penerapan Finite State Machine pada Battle Game Berbasis Augmented Reality,reality
21,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Pada Game “Air Strike Stta” Berbasis Client Server Pada Android,cerdas
21,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Pada Game “Air Strike Stta” Berbasis Client Server Pada Android,buat
21,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Pada Game “Air Strike Stta” Berbasis Client Server Pada Android,game
21,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Pada Game “Air Strike Stta” Berbasis Client Server Pada Android,air
21,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Pada Game “Air Strike Stta” Berbasis Client Server Pada Android,strike
21,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Pada Game “Air Strike Stta” Berbasis Client Server Pada Android,stta
21,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Pada Game “Air Strike Stta” Berbasis Client Server Pada Android,bas
21,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Pada Game “Air Strike Stta” Berbasis Client Server Pada Android,client
21,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Pada Game “Air Strike Stta” Berbasis Client Server Pada Android,server
22,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Algoritma Backtracking Dalam Game Pencaria Kata Menggunakan Aksara Batak Toba,algoritma
22,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Algoritma Backtracking Dalam Game Pencaria Kata Menggunakan Aksara Batak Toba,backtracking
22,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Algoritma Backtracking Dalam Game Pencaria Kata Menggunakan Aksara Batak Toba,game
22,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Algoritma Backtracking Dalam Game Pencaria Kata Menggunakan Aksara Batak Toba,pencaria
22,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Algoritma Backtracking Dalam Game Pencaria Kata Menggunakan Aksara Batak Toba,kata
22,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Algoritma Backtracking Dalam Game Pencaria Kata Menggunakan Aksara Batak Toba,aksara
22,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Algoritma Backtracking Dalam Game Pencaria Kata Menggunakan Aksara Batak Toba,batak
22,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Algoritma Backtracking Dalam Game Pencaria Kata Menggunakan Aksara Batak Toba,toba
23,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Implementasi Algoritma Minimax Pada Permainan Tic-Tac-Toe Skala 9x9,algoritma
23,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Implementasi Algoritma Minimax Pada Permainan Tic-Tac-Toe Skala 9x9,minimax
23,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Implementasi Algoritma Minimax Pada Permainan Tic-Tac-Toe Skala 9x9,main
23,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Implementasi Algoritma Minimax Pada Permainan Tic-Tac-Toe Skala 9x9,tic-tac-toe
23,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Implementasi Algoritma Minimax Pada Permainan Tic-Tac-Toe Skala 9x9,skala
23,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, Implementasi Algoritma Minimax Pada Permainan Tic-Tac-Toe Skala 9x9,9x9
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",metode
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",finite
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",state
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",machine
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",game
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",turn-based
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",rpg
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",heroes
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",of
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",dawn
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",bas
24,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,"Penerapan Metode Finite State Machine Pada Game Turn-Based RPG"" Heroes of Dawn"" Berbasis Desktop",desktop
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,cerdas
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,buat
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,artificial
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,intelligence
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,resusitasi
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,jantung
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,paru
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,pasien
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,gawat
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,darurat
25,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan, PENERAPAN KECERDASAN BUATAN ARTIFICIAL INTELLIGENCE DALAM RESUSITASI JANTUNG PARU PASIEN GAWAT DARURAT BERBASIS SISTEM …,bas
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,filtering
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,sms
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,spam
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,metode
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,artificial
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,immune
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,system
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,ais
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,algoritma
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,tokenization
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,with
26,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,vectors
27,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan algoritma A Star A* pada game petualangan labirin berbasis android,algoritma
27,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan algoritma A Star A* pada game petualangan labirin berbasis android,a
27,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan algoritma A Star A* pada game petualangan labirin berbasis android,star
27,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan algoritma A Star A* pada game petualangan labirin berbasis android,a
27,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan algoritma A Star A* pada game petualangan labirin berbasis android,game
27,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan algoritma A Star A* pada game petualangan labirin berbasis android,tualang
27,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan algoritma A Star A* pada game petualangan labirin berbasis android,labirin
27,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan algoritma A Star A* pada game petualangan labirin berbasis android,bas
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,cerdas
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,buat
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,selesai
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,main
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,geser
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,angka
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,bintang
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,david
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,metode
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,cari
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,breadth-first
28,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,Penerapan Kecerdasan Buatan Dalam Menyelesaikan Permainan Pergeseran Angka Pada Bintang David Dengan Metode Pencarian Breadth-First Dan Pencarian …,cari
29,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN METODE FINITE STATE MACHINE PADA GAME PANDEMIC NIGHTMARE BERBASIS ANDROID,metode
29,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN METODE FINITE STATE MACHINE PADA GAME PANDEMIC NIGHTMARE BERBASIS ANDROID,finite
29,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN METODE FINITE STATE MACHINE PADA GAME PANDEMIC NIGHTMARE BERBASIS ANDROID,state
29,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN METODE FINITE STATE MACHINE PADA GAME PANDEMIC NIGHTMARE BERBASIS ANDROID,machine
29,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN METODE FINITE STATE MACHINE PADA GAME PANDEMIC NIGHTMARE BERBASIS ANDROID,game
29,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN METODE FINITE STATE MACHINE PADA GAME PANDEMIC NIGHTMARE BERBASIS ANDROID,pandemic
29,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN METODE FINITE STATE MACHINE PADA GAME PANDEMIC NIGHTMARE BERBASIS ANDROID,nightmare
29,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN METODE FINITE STATE MACHINE PADA GAME PANDEMIC NIGHTMARE BERBASIS ANDROID,bas
30,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,PENERAPAN METODE FINITE STATE MACHINE PADA PEMBENTUKAN PERILAKU NON PLAYER CHARACTER GAME PHANTOM ASSASIN,metode
