No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
177,10,38,SIMULATOR LATIHAN MENEMBAK DENGAN PISTOL LASER BERBASIS MIKROKONTROLER AT89S51,9.17176761036598e-15
178,10,33,Model Implementasi Mission Assurance dalam Business Process Management,5.284755320099678e-14
179,10,31,Pengambilan Keputusan Dengan Menggunakan Metode Maximum Score of the Total Sum of Joint Probabilities Msjp,4.361574197115348e-26
180,10,31,SISTEM DUKUNGAN PENGAMBILAN KEPUTUSAN BERBASIS-ENTROPI DAN FUSI INFORMASI,1.3975427861602854e-12
181,10,6,BAURAN KEBIJAKAN FISKAL-MONETER SEBAGAI PENDORONG PERTUMBUHAN PRODUK DOMESTIK BRUTO PDB DAN PENGARUHNYA TERHADAP ANGGARAN SEKTOR PERTAHANAN FISCAL-MONETARYPOLICY MIX AS GROSS …,1.6999365551038263e-32
182,10,33,DESAIN QUADRIFILAR HELIX ANTENNA 4 2 GHZ UNTUK COMPUTER MANAGEMENT OF VEHICLES/COMMUNICATION MOBILE TNI AU,1.6536419869370172e-28
183,10,14,SIMULASI KONTROL PID UNTUK PENGATURAN TEMPERATUR DENGAN MATLAB DI PAPER MACHINE PM 2 PT TJIWI KIMIA Tbk,7.237058276491801e-36
184,10,9,Fusi Informasi Konsep dan Aplikasi dalam Bidang Teknologi Informasi dan Komunikasi,2.0773645644476264e-20
185,13,3,Rancang Bangun Aplikasi Data Mining Analisis Tingkat Kelulusan Menggunakan Algoritma Fp-growth Studi Kasus di Politeknik Negeri Malang,1.5198827776518273e-44
186,13,28,Pengembangan Website Sistem Pencarian dan Publikasi Tempat di Kota Malang Menggunakan Geolocation,2.601628678418447e-23
187,13,4,Aplikasi Information Retrieval untuk Pencarian Dokumen Laporan Penelitian,3.9264672951607485e-40
188,13,28,Desain dan Implementasi Sistem Informasi Pengajuan Jabatan Fungsional Akademik Dosen Berbasis Web Pada STMIK PPKIA Pradnya Paramita Malang,1.0972475698670432e-33
189,13,15,Migrasi Database dengan Menggunakan SSIS SQL Server Integration Service di PT XYZ Indonesia,3.514930992472661e-30
190,13,27,Sistem Informasi Manajemen Pengarsipan dengan Menggunakan Algoritma Blowfish,6.7899979748656466e-15
191,13,31,PENGEMBANGANAPLIKASI REPOSITORY PORTOFOLIO DOSEN DAN STAFF MIPOLINEMA DENGAN METODE N-TIER,4.02550603063608e-07
192,13,32,Rancang Bangun Optimasi Penjadwalan Perawatan Mobil pada@ Maytrans,1.0386850307661879e-20
193,13,18,RANCANG BANGUN APLIKASI ENKRIPSI SMS SHORT MESSAGE SERVICE DENGAN METODE RSA PADA TELEPON SELULAR BERBASIS ANDROID,3.322430211015174e-40
194,13,4,RANCANG BANGUN ACTIVEX UNTUK DETEKSI PENGGUNA SISTEM MENGGUNAKAN FINGER PRINT,3.7532393822456913e-34
195,13,28,SISTEM INFORMASI PERPUSTAKAAN BERBASIS WEB PADA BALAI PENGKAJIAN TEKNOLOGI PERTANIAN JAWA TIMUR,6.412698676255733e-30
196,13,32,Rancang Bangun Aplikasi Perkiraan Penjualan pada CV Mula Jaya Nofina Menggunakan Analisa Forecasting,5.529290596467505e-56
197,13,12,Transportasi Dan Transformasi Data Terjadwal Dengan Menggunakan Ssis Sql Server Integration Service,1.2462146868061902e-28
198,14,5,Pengembangan Sistem Pakar Pendeteksi Penyakit Pada Kucing Dengan Metode Case Based Reasoning Dan Certainty Factor Berbasis Android,3.350908662919382e-94
199,14,14,Desain Dan Analisis Kinerja Virtualisasi Server Menggunakan Proxmox Virtual Environtment,2.158391168382985e-38
200,14,31,Sistem Pendukung Keputusan Pemilihan Guru Berprestasi Menggunakan Metode PROMETHEE Studi Kasus Dinas Pendidikan Kota Malang,1.298766003256611e-37
201,14,5,Sistem pakar diagnosa penyakit pada kucing dengan metode teorema bayes berbasis android,7.472243259590338e-21
202,14,7,Penerapan Algoritma Naïve Bayes Untuk Klasifikasi Retensi Arsip,9.914498499284533e-34
203,14,27,Sistem Informasi Pengukuran Kepuasan Pelanggan Menggunakan Metode Importance Performance Analysis Pada Program Studi Manajemen Informatika,1.5704359691797622e-59
204,14,38,Penerapan Augmented Reality Sebagai Alternatif Media Pembelajaran,5.1315214843252426e-42
205,14,28,Pengembangan Game Simulasi Penanaman Padi Situ Bagendit Studi Kasus pada UPTD Pertanian Kecamatan Ngantang,4.246704911725055e-59
206,14,5,Sistem Pakar Diagnosis Penyakit pada Kelinci Menggunakan Metode Certainty Factor,7.910080181483185e-29
207,14,14,Desain Dan Implementasi Digital Library Dengan Teknologi Cloud Computing Menggunakan Server Proxmox,3.289098536370221e-50
208,14,5,Pengembangan Sistem Pakar Rekomendasi Kuliner Di Kota Malang Berbasis Android Menggunakan Metode Certainty Factor,4.398334057833504e-28
209,14,4,Rancang Bangun Sistem Informasi Lowongan Kerja Di JPC Polinema Dengan Metode Quick Sort,2.2362970943197234e-31
210,14,31,Pengembangan Aplikasi Pemilihan Kost di Kota Malang dengan Metode Ahp dan Promethee,2.603049097292943e-47
211,14,23,Rancang Bangun Sistem Pengenalan Wajah Untuk Identifikasi Mahasiswa Yang Melakukan Pelanggaran Melalui Bukti Foto Menggunakan Metode Eigenface,1.3354260478887646e-79
212,14,14,Implementasi Suricata Pada Server CLOUD PROXMOX VE Sebagai Intrusion Detection System IDS Dalam Pengamanan Jaringan,1.1301125211780608e-66
213,14,34,Pengembangan Aplikasi Bimbingan dan Konseling Studi Kasus SMA Negeri 1 Bangil,9.385192548927471e-49
214,14,34,Rancang Bangun Sistem Aplikasi Penentuan Siswa Berprestasi pada Sistem Informasi Akademik di SMP Negeri 1 Sangkapura Gresik,4.620325881391414e-36
215,14,21,Sistem Pakar Perencanaan Penjadwalan Bangunan Rumah Minimalis Berdasarkan Tipe dengan Metode Algoritma Genetika,5.095216419935531e-35
216,14,4,Implementasi Deep Learning Untuk Deteksi Ekspresi Emosi Pada Twitter,1.0676219574505053e-18
217,14,19,IMPLEMENTASI JARINGAN SARAF TIRUAN MENGGUNAKAN METODE ELM UNTUK MEMPREDIKSI VOLUME IMPOR KEDELAI NASIONAL,6.30994710231141e-51
218,14,34,SISTEM INFORMASI PELAPORAN MONITORING DAN EVALUASI PEMBELAJARAN POLITEKNIK NEGERI MALANG,1.9536861629539165e-45
219,14,27,SISTEM INFORMASI AUDIT MUTU INTERNAL BERBASIS WEB SI-AMI STUDI KASUS POLITEKNIK NEGERI MALANG,8.257774833279547e-63
220,14,38,Pemodelan Konten Augmented Reality dalam Konsep Interactive Realtime,8.623833274813463e-56
221,14,30,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,2.422136746534279e-58
222,14,30,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,1.0073237866002232e-48
223,14,30,Peramalan Permintaan Susu Nandhi Murni Botol Menggunakan Support Vector Regression,1.921008321151457e-24
224,14,37,PENGAJARAN ROUTING STATIC PADA MATERI JARINGAN KOMPUTER BERBASIS VIRTUAL LABORATORIUM,1.3638861247305238e-48
225,14,2,Pengembangan Game Penyelamatan Hewan–hewan yang Terancam Punah Menggunakan Metode FSM FINITE STATE MACHINE dan Metode Fuzzy Logic,1.925767825503906e-83
226,14,23,APLIKASI UNTUK MENGUKUR JARAK ANTARA ANGGOTA TOURING YANG TERTINGGAL MENGGUNAKAN METODE K-NEAREST NEIGHBOUR,2.9713390120370843e-66
227,14,2,IMPLEMENTASI METODE FUZZY DAN FSM PADA GAME LEGEND OF DAMARWULAN,3.979289103064834e-29
228,14,34,Pengembangan Sistem Informasi Proses Belajar Mengajar Online Dengan Menggunakan Metode Pembelajaran Student Centered Learning Scl,3.78525602079913e-61
229,14,14,PEMANFAATAN TEKNOLOGI VIRTUALISASI DALAM PROSES PEMBELAJARAN JARINGAN LINUX,9.079133690830425e-43
230,14,5,SISTEM PAKAR DETEKSI HAMA DAN PENYAKIT PADA TANAMAN PADI VARIETAS IR64 DENGAN MENGGUNAKAN METODE FUZZY INFERENCE TSUKAMOTOPADA DAERAH KABUPATEN LUMAJANG,5.67370856342822e-69
231,14,5,PENGEMBANGAN SISTEM PAKAR UNTUK MENDIAGNOSA PENYAKIT KULIT PADA MANUSIA DENGAN MENGGUNAKAN METODE CERTAINTY FACTOR Studi Kasus Tempat Praktek dr Diyanto Wirawan Sp KK,4.8944567825752595e-90
232,14,27,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN PERAMALAN PENYAKIT MENGGUNAKAN METODE REGRESI LINIER STUDI KASUS DI PRAKTEK UMUM dr ACHMAD FARIS PUJON–MALANG,7.385841497166702e-85
233,14,3,SPK PEMILIHAN JURUSAN BERDASARKAN KUESIONER MINAT BAKAT MENGGUNAKAN METODE NAIVE BAYES,1.974189605470291e-32
234,14,28,SISTEM INFORMASI GEOGRAFIS PEMETAAN DAERAH GIZI BURUK DI KABUPATEN LUMAJANG,6.493152939434108e-42
235,14,31,Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,9.101370938903004e-52
236,14,14,RANCANG BANGUN VIRTUAL MACHINE BERBASIS CLOUD COMPUTING MENGGUNAKAN SERVER PROXMOX UNTUK OPTIMALISASI SUMBER DAYA KOMPUTER SERVER,1.4364608152170701e-83
237,14,28,Penentuan Lokasi Klinik Layanan Hiv/aids di Kabupaten Malang dengan Ahp dan Visualisasi Gis,8.811897373757413e-36
238,14,31,SISTEM PENDUKUNG KEPUTUSAN PERSETUJUAN KREDIT KPR MENGGUNAKAN METODE SAW,9.20438247207843e-22
239,14,34,Simulasi Alat Bantu Penjualan Karcis Kereta Api Dengan Memanfaatkan Mlnimum Sistem 8088 Yang Dihubungkan Ibm Pc-Xt,5.904107663538149e-32
240,14,5,Sistem Pakar Diagnosis Penyakit pada Kelinci Menggunakan Metode Certainty Factor,7.910080181483185e-29
241,15,5,Normalisasi Tabel Pada Basisdata Relasional,0.0
242,15,5,Analisa Perbandingan Metode Certainty Factor dan Dempster Shafer pada Sistem Pakar Diagnosa Penyakit Diabetes Melitus,2.720482242566107e-34
243,15,28,Rancang Bangun Aplikasi Pencarian Rute Terpendek Jasa Kiriman Barang Berbasis Mobile Dengan Metode Algoritma Dijkstra,3.237692685263176e-44
244,15,23,Perancangan Aplikasi Schedule Reminders Menggunakan Metode Euclidean Distance Pada Sistem Operasi Android,1.4926548439895282e-20
245,15,4,Aplikasi Pendeteksi Kemiripanpada Dokumen Menggunakan Algoritma Rabin Karp,9.050462140356879e-35
246,15,25,Segmentasi Berbasis K-Means Pada Deteksi Citra Penyakit Daun Tanaman Jagung,5.248353693363689e-53
247,15,23,Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,1.56378803578826e-79
248,15,5,Sistem pakar deteksi hama dan penyakit pada tanaman cabai dengan metode naïve bayes,1.549541266548843e-28
249,15,30,Peramalan Jumlah Kedatangan Wisatawan Mancanegara Dengan Menggunakan Metode Time Invariant Fuzzy Time Series Studi Kasus Wisata Kabupaten Pasuruan,2.147386077590816e-87
250,15,31,Sistem Pendukung Keputusan Dengan Menerapkan Metode ELECTRE dalam Menentukan Prioritas Calon Debitur,4.537592425996319e-53
251,15,5,Sistem Pakar Diagnosis Penyakit Tanaman Buah Dalam Pot Menggunakan Metode Dempster Shafer Berbasis Web,3.822593134098632e-54
252,15,20,Perangkat Desa Melek Digital dan Kreatif Pelatihan Pengembangan Konten Digital Desa Ngijo Kabupaten Malang,9.275728652809606e-163
253,15,16,Object Detection System Sebagai Alat Bantu Mendeteksi Objek Sekitar untuk Penyandang Tunanetra,2.0934324516317944e-35
254,15,25,Aplikasi Penentuan Tingkat Kualitas Telur Ayam Berdasarkan Warna dan Tekstur Citra Kerabang Dengan Metode Hue Saturation Value,4.159950201297971e-75
255,15,37,Pemrogaman Spreadsheet Untuk Pemodelan Kontrol Rangkaian Elektronika,3.152402801205228e-27
256,15,23,Rancang Bangun Sistem Pengenalan Wajah Untuk Identifikasi Mahasiswa Yang Melakukan Pelanggaran Melalui Bukti Foto Menggunakan Metode Eigenface,1.3354260478887646e-79
257,15,11,Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,1.822155150325065e-70
258,15,38,Bubuk ekstrak sari buah dan sayur teknologi produksi menggunakan metode spray drying,5.84710166432064e-33
259,15,31,Sistem Pendukung Keputusan Pemilihan Lokasi Sistem Pendukung Keputusan Rekomendasi Anggota Calon Paskibraka Menggunakan Metode Topsis,5.1174426610525655e-56
260,15,23,IMPLEMENTASI METODE FUZZY UNTUK KLASIFIKASI USIA JERUK NIPIS,2.705718704689432e-38
261,15,12,Aplikasi Keamanan Data Menggunakan Metode Mmb dan Lsb,5.771069871646258e-15
262,15,4,Aplikasi Information Retrieval untuk Pencarian Dokumen Laporan Penelitian,3.9264672951607485e-40
263,15,20,Digital watermarking pada citra digital fotografi metode discrete wavelet transform,5.36095169203494e-22
264,15,11,IMPLEMENTASI FACE RECOGNITION PADA SMART HOME UNTUK MEMBUKA KUNCI RUMAH,8.388937415295623e-22
265,15,25,Identifikasi Kualitas Strawberry Berdasarkan Warna dan Tekstur Dengan Menggunakan Gray Level Co-Occurrence Matrix dan Naive Bayes,1.0657520720544134e-50
266,15,25,Identifikasi Keaslian Uang Kertas Menggunakan Metode K Nearest Neighbor,5.112988477489929e-47
267,15,19,DETEKSI KERUSAKAN DAN KELAYAKAN BAN MOBIL BERDASARKAN EKSTRAKSI TEKSTUR MENGGUNAKAN GRAY LEVEL COOCCURRENCE MATRIX DENGAN METODE JARINGAN SYARAF TIRUAN,8.126423065405237e-40
268,15,4,Kendali Navigasi Slideshow Powerpoint Dengan Gerakan Tangan Menggunakan Metode Hidden Markov Model,8.51762591932374e-47
269,15,33,SISTEM INFORMASI PELAYANAN PERIZINAN PADA KECAMATAN SIP3K GEMPOL BERBASIS WEBSITE,2.47144914357103e-25
270,15,9,IMPLEMENTASI ANALISA KEMIRIPAN TEKS UNTUK PENENTUAN DINAS PADA KELUHAN WARGA DI PEMERINTAHAN DAERAH,4.694334760408367e-59
271,15,25,KLASIFIKASI MUTU DAGING KELAPA BERDASARKAN WARNA DAN TEKSTUR UNTUK PRODUKSI WINGKO YANG BERKUALITAS MENGGUNAKAN METODE SUPPORT VECTOR MACHINE SVMSTUDI KASUS PADA UD PUTRA …,5.367774312434021e-104
272,15,30,Peramalan Penjualan Daging Sapi Menggunakan Metode Trend Least Square,2.8614391156127582e-24
273,15,28,TOURIST GUIDE APPLICATION PENGENALAN POTENSI PARIWISATA KOTA MALANG MENGGUNAKAN HYBRID TECHNOLOGY,7.508730754492773e-76
274,15,11,MONITORING DAN PROFILING KONDISI INTENSITAS CAHAYA LAMPU DI RUANGAN MENGGUNAKAN METODE FUZZY TSUKAMOTO DAN RASPBERRY PI,5.106431599520787e-122
275,15,19,Absensi Kelas Otomatis Melalui Pengenalan Citra Wajah Menggunakan Metode Principal Component Analysis,3.3469204158160386e-67
276,15,12,Rancang Bangun Sistem Presensi QR Code yang Dipadukan Dengan Digital Signature RSA dan Face Detection Menggunakan Metode Template Matching Berbasis Android,2.084587860640316e-46
277,15,25,Identifikasi Dan Prediksi Tingkat Kematangan Pisang Candi Dengan Fitur Warna Dan Tekstur Menggunakan Metode K-Nearest Neighbor,5.946922717050894e-76
278,15,38,Pengenalan Nilai Mata Uang Kertas Untuk Tunanetra Menggunakan Metode Template Matching Correlation Berbasis Android,1.1310222244458901e-56
279,15,2,SISTEM PRESENSI ANDROID BERBASIS QRCODE DAN DSRSA MENGGUNAKAN TEMPLATE MATCHING,5.2560089571774495e-15
280,15,36,GAME EDUKASI “SUPRIJADI DON’T LOSS YOUR TOWER” BERBASIS ANDROID,8.524210064517621e-23
281,15,36,RANCANG BANGUN GAME FIGHTING 2D “THE HISTORY OF GAJAH MADA” BERBASIS ANDROID,6.147887518569654e-47
282,15,24,Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,6.103984628527785e-55
283,15,19,Deteksi dan Pengenalan Rambu Lalu Lintas di Indonesia Menggunakan RGBN dan Gabor,2.638753795042062e-41
284,15,5,Rancang Bangun Sistem Pakar Deteksi Kerusakan C Crane Pada PT Swadaya Graha Menggunakan Metode Certainty Factor,1.1457281440352392e-30
285,15,2,Implementasi Logika Fuzzy Pada Enemy Behaviour Game Petualangan Side Scroller 2d Save Forest Indonesia,1.5196574350950546e-23
286,15,31,WEBSITE PENERIMAAN KARYAWAN PERUSAHAAN MENGGUNAKAN SISTEM PENDUKUNG KEPUTUSAN DENGAN METODE ANALYTICAL HIERARCHY PROCESS STUDY KASUS PASIFIC GROUP KEDIRI,6.9786900553689e-79
287,15,30,SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,5.799003890808931e-41
288,15,23,PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,1.5339094290037214e-45
289,15,38,APLIKASI PERAMALAN DALAM PEMESANAN LAPANGAN FUTSAL DI RRI SOOCER ZONE MALANG,1.2374423903947372e-21
290,15,14,Web Pembuat Puisi Otomatis Menggunakan Metode Monte Carlo,9.49530670365879e-41
291,15,31,Pembangunan Sistem Pendukung Keputusan Penilaian Kelayakan Kredit di Kbpr Amanah Kepanjen,6.216884297599411e-22
292,15,4,RANCANG BANGUN ACTIVEX UNTUK DETEKSI PENGGUNA SISTEM MENGGUNAKAN FINGER PRINT,3.7532393822456913e-34
293,15,38,Percepatan Motion Estimation Berbasis Phase Only Correlation Dengan Teknik Full Search Menggunakan Paralel Threading Pada Gpu,1.754987583065201e-40
294,17,28,Aplikasi Chatbot Objek Wisata Jawa Timur Berbasis AIML,3.598268718889563e-43
295,17,30,Perencanaan Penjualan kayu Perencanaan Kebutuhan Penjualan Kayu Pada Tpk Rejosari Kph Malang Mengunakan Metode Triple Exponential Smoothing,6.68711662700412e-37
296,17,25,Identifikasi Kualitas Cabai Berdasarkan Warna dan Tekstur Dengan Menggunakan Metode K-Nearest Neighbor,5.892537451720172e-29
297,17,30,Peramalan Jumlah Pengunjung Wisatawan Mancanegara Menggunakan Metode Fuzzy Time Series DI Jawa Timur,5.982908659728904e-61
298,17,30,SISTEM PERAMALAN HASIL PANEN DAN PERMINTAAN PASAR BUAH APEL MENGGUNAKAN METODE FUZZY TIME SERIES,3.208344897985681e-61
299,17,28,SISTEM INFORMASI PRIORITAS DAN ANALISIS BIAYA REKONTRUKSI JALAN DI WILAYAH III JAWA TIMUR BINA MARGA,9.780519471107827e-33
300,17,25,IDENTIFIKASI KUALITAS CABAI BERDASARKAN WARNA DAN TEKSTUR MENGGUNAKAN METODE K-NEAREST NEIGHBOR,1.8325498743849235e-55
301,17,30,PERENCANAAN KEBUTUHAN PENJUALAN KAYU PADA TPK REJOSARI KPH MALANG MENGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,1.1267702389049277e-52
302,17,38,RANCANG BANGUN APLIKASI EDUKASI SENI DAN BUDAYA DI SD NEGERI JATIMULYO 01 MENGGUNAKAN TEKNOLOGI AUGMENTED REALITY,3.889912671652941e-33
303,17,11,Rancang Bangun Sistem Monitoring Debit Air Sungai pada Dinas Pekerjaan Umum dan Penataan Ruang Kabupaten Probolinggo,1.3203122853417502e-73
304,17,38,Augmented Reality untuk Sistem Pernafasan pada Manusia,4.2654463893069744e-15
305,17,11,PENERAPAN SISTEM KONTROL PENERANGAN NIRKABEL UNTUK PENGATURAN DAN PENGHEMATAN LAMPU PADA APLIKASI SMART HOME,2.433772083634409e-26
306,17,12,PEMANFAATAN TEKNOLOGI USB DONGLE SERVER LINUX UNTUK PEMANFAATAN FLEKSIBILITAS IMPLEMENTASI APLIKASI SISTEM INFORMASI,1.8005619537915247e-43
307,17,33,sistem pemeringkat berdasarkan opini masyarakat pengguna maskapai penerbangan indonesia,7.31872676633411e-35
308,17,34,Optimasi Pengacakan Kenaikan Kelas Di Sma Menggunakan Algoritma Genetika,7.386487983525003e-48
309,17,4,Pengembangan Sistem Konversi Dokumen Undang-Undang Republik Indonesia dari Format Teks ke XML,2.7483220638378987e-54
310,17,18,PENERAPAN NATURAL LANGUAGE PROCESSING DENGAN EKSPANSI QUERY PADA APLIKASI CHATBOT,9.719062464588481e-19
311,17,18,SINKRONISASI DATABASE TERHADAP PENGIRIMAN DATA SMS MENGGUNAKAN MULTIPLE MODEM SMSGATEWAY,5.1233878388839995e-45
312,17,28,Metode Pemanfaatan Command Line Untuk Direct Printing Pada Aplikasi Berbasis Web,1.1559175444579162e-53
313,19,14,Analisis dan Perancangan Sistem Informasi,1.8768127411533085e-07
314,19,5,Pengembangan Sistem Pakar Pendeteksi Penyakit Pada Kucing Dengan Metode Case Based Reasoning Dan Certainty Factor Berbasis Android,3.350908662919382e-94
315,19,5,Implementasi sistem pakar forward chaining untuk identifikasi dan tindakan perawatan jerawat wajah,6.854594687617685e-26
316,19,28,RANCANG BANGUN APLIKASI PENCARIAN RUTE TERPENDEK JASA KIRIMAN BARANG BERBASIS MOBILE DENGAN METODE ALGORITMA DIJKSTRA,3.237692685263176e-44
317,19,31,SISTEM PENDUKUNG KEPUTUSAN PRIORITAS CALON PENERIMA PROGRAM INDONESIA PINTAR PADA SISWA SEKOLAH MENENGAH PERTAMA MENGGUNAKAN METODE TOPSIS,7.37079896404642e-42
318,19,11,Aplikasi TOEFL preparation berbasis IBT internet based test,1.1003489703180461e-16
319,19,38,Implementasi Augmented Reality pada Media Promosi Perumahan Patraland Place,8.168293553188736e-14
320,19,34,Analisa Kesiapan Adopsi Pembelajaran Elekronik di Politeknik Negeri Malang,7.240990410128356e-24
321,19,5,Pengembangan Aplikasi Diagnosa Pencarian Penyebab Kerusakan Modem Speedy Berbasis Sistem Pakar,2.264587731531011e-25
322,19,14,Analisis dan,9.115131113217896e-05
323,19,31,Implementasi Metode AHP dan TOPSIS untuk Rekomendasi Wisata Kota Batu,9.75052154448392e-45
324,19,30,Sistem Peramalan Jumlah Permintaan Darah di UTD PMI Kota Malang,1.569273799867014e-38
325,19,4,Rancang Bangun Sistem Informasi Lowongan Kerja Di JPC Polinema Dengan Metode Quick Sort,2.2362970943197234e-31
326,19,31,APLIKASI SISTEM PENDUKUNG KEPUTUSAN MENENTUKAN BEASISWA PPA UNTUK MAHASISWA BERPRESTASI DENGAN MENGGUNAKAN METODE TOPSIS Studi Kasus Politeknik Negeri Malang Kota Malang,1.6611876599769444e-88
327,19,27,RANCANG BANGUN SISTEM INFORMASI FORUM ALUMNI STUDI KASUS DI TEKNIK INFORMATIKA POLINEMA MALANG,3.275549857976248e-24
328,19,32,Sistem Manajemen Pengelolahan Hotel Umm Inn Berbasis Website,2.548339091321865e-18
329,19,33,Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,2.6240695601020326e-58
330,19,28,Implementasi Metode Rapid Centroid Estimation dan K-Means Untuk Klasterisasi Sekolah Berdasarkan Fasilitas Studi Kasus Sekolah Negeri Kabupaten Malang,8.339452034062968e-45
331,19,30,SISTEM INFORMASI PERAMALAN PENJUALAN OBAT TERNAK BERBASIS WEB Studi Kasus PT Otasindo Prima Satwa Cabang Surabaya,2.3439911803859813e-43
332,19,31,Sistem Informasi Penentuan Rekomendasi Calon Kapolsek Dengan Menggunakan Metode MOORA Studi Kasus Polres Kutai Timur,1.7440745714960811e-28
333,19,30,PENGEMBANGAN PERAMALAN PENJUALAN SEMBAKO PADA APLIKASI M-PASAR,8.790093223900789e-23
334,19,30,IMPLEMENTASI METODE TRIPLE EXPONENTIAL SMOOTHING PADA SISTEM PERAMALAN PERMINTAAN PRODUK FURNITURE DI CV KYKY MEBEL,6.381797785206429e-49
335,19,28,SISTEM INFORMASI KETENAGAKERJAAN DINAS KABUPATEN NGANJUK BERBASIS PHP STUDI KASUS DI DINAS PENDIDIKAN KABUPATEN NGANJUK,3.2813094460360426e-27
336,19,28,SISTEM INFORMASI SARANA DAN PRASARANA BIDANG PENDIDIKAN DASAR BERBASIS CODE IGNITER STUDI KASUS DI DINAS PENDIDIKAN KABUPATEN NGANJUK,1.6593986149827739e-68
337,19,30,PERBANDINGAN METODE FTS DAN MA PADA PERAMALAN PERSEDIAAN BERAS,1.3203067208191522e-37
338,19,31,SISTEM PENENTUAN PENERIMA RASKIN MENGGUNAKAN METODE FUZZY ANALITICAL HIERARCHY PROCESS,5.531967633152212e-17
339,19,12,PEMANFAATAN RASPBERRY PI PADA PERANGKAT KUNCI PINTAR MENGGUNAKAN KRIPTOGRAFI RSA DAN AES,4.4779343411614095e-84
340,19,33,ANALISIS FAKTOR PENGARUH TERHADAP PENERAPAN M-LEARNING,8.088114615206196e-46
341,19,31,Implementasi Metode VIKOR pada Sistem Pendukung Keputusan Penerima Beasiswa PPA Studi Kasus Politeknik Negeri Malang,1.4825243617110154e-58
342,19,3,IMPLEMENTASI ANALISA KERANJANG BELANJA GUNA MENENTUKAN PAKET PRODUK DENGAN ALGORITMA FP-GROWTH,9.958173224773989e-34
